# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# https://github.com/zispace/data-hanja
# https://hanja.dict.naver.com/#/category/name
#
# hanja	unicode	pua	consonant	hangul

芮	U+82AE	0	ㅇ	예
芸	U+82B8	0	ㅇ	예
蓺	U+84FA	0	ㅇ	예
蕊	U+854A	0	ㅇ	예
薉	U+8589	0	ㅇ	예
藝	U+85DD	0	ㅇ	예
蘂	U+8602	0	ㅇ	예
蚋	U+868B	0	ㅇ	예
蜺	U+873A	0	ㅇ	예
裔	U+88D4	0	ㅇ	예
詍	U+8A4D	0	ㅇ	예
詣	U+8A63	0	ㅇ	예
誽	U+8ABD	0	ㅇ	예
譽	U+8B7D	0	ㅇ	예
豫	U+8C6B	0	ㅇ	예
跇	U+8DC7	0	ㅇ	예
郳	U+90F3	0	ㅇ	예
醴	U+91B4	0	ㅇ	예
銳	U+92B3	0	ㅇ	예
隷	U+96B7	0	ㅇ	예
隸	U+96B8	0	ㅇ	예
霓	U+9713	0	ㅇ	예
預	U+9810	0	ㅇ	예
鯢	U+9BE2	0	ㅇ	예
鱧	U+9C67	0	ㅇ	예
鷖	U+9DD6	0	ㅇ	예
麑	U+9E91	0	ㅇ	예
禮	U+F9B6	0	ㅇ	예
礼	U+FA18	0	ㅇ	예
𣫙	U+23AD9	0	ㅇ	예
㬳	U+3B33	0	ㅇ	오
㻍	U+3ECD	0	ㅇ	오
䎸	U+43B8	0	ㅇ	오
䫨	U+4AE8	0	ㅇ	오
五	U+4E94	0	ㅇ	오
仵	U+4EF5	0	ㅇ	오
伍	U+4F0D	0	ㅇ	오
俉	U+4FC9	0	ㅇ	오
俣	U+4FE3	0	ㅇ	오
傲	U+50B2	0	ㅇ	오
午	U+5348	0	ㅇ	오
吳	U+5433	0	ㅇ	오
吾	U+543E	0	ㅇ	오
唔	U+5514	0	ㅇ	오
啎	U+554E	0	ㅇ	오
嗚	U+55DA	0	ㅇ	오
嗷	U+55F7	0	ㅇ	오
噁	U+5641	0	ㅇ	오
圬	U+572C	0	ㅇ	오
塢	U+5862	0	ㅇ	오
墺	U+58BA	0	ㅇ	오
奧	U+5967	0	ㅇ	오
娛	U+5A1B	0	ㅇ	오
嫯	U+5AEF	0	ㅇ	오
寤	U+5BE4	0	ㅇ	오
弙	U+5F19	0	ㅇ	오
忤	U+5FE4	0	ㅇ	오
悟	U+609F	0	ㅇ	오
惡	U+60E1	0	ㅇ	오
慠	U+6160	0	ㅇ	오
懊	U+61CA	0	ㅇ	오
扷	U+6277	0	ㅇ	오
捂	U+6342	0	ㅇ	오
敖	U+6556	0	ㅇ	오
旿	U+65FF	0	ㅇ	오
晤	U+6664	0	ㅇ	오
梧	U+68A7	0	ㅇ	오
汙	U+6C59	0	ㅇ	오
汚	U+6C5A	0	ㅇ	오
汻	U+6C7B	0	ㅇ	오
浯	U+6D6F	0	ㅇ	오
澳	U+6FB3	0	ㅇ	오
烏	U+70CF	0	ㅇ	오
熬	U+71AC	0	ㅇ	오
燠	U+71E0	0	ㅇ	오
牾	U+727E	0	ㅇ	오
珸	U+73F8	0	ㅇ	오
窹	U+7AB9	0	ㅇ	오
筽	U+7B7D	0	ㅇ	오
聱	U+8071	0	ㅇ	오
茣	U+8323	0	ㅇ	오
蜈	U+8708	0	ㅇ	오
誤	U+8AA4	0	ㅇ	오
謷	U+8B37	0	ㅇ	오
迃	U+8FC3	0	ㅇ	오
逜	U+901C	0	ㅇ	오
遨	U+9068	0	ㅇ	오
郚	U+90DA	0	ㅇ	오
鄔	U+9114	0	ㅇ	오
鏊	U+93CA	0	ㅇ	오
鏖	U+93D6	0	ㅇ	오
隩	U+96A9	0	ㅇ	오
驁	U+9A41	0	ㅇ	오
鰲	U+9C32	0	ㅇ	오
鼇	U+9F07	0	ㅇ	오
鼯	U+9F2F	0	ㅇ	오
屋	U+5C4B	0	ㅇ	옥
沃	U+6C83	0	ㅇ	옥
獄	U+7344	0	ㅇ	옥
玉	U+7389	0	ㅇ	옥
鈺	U+923A	0	ㅇ	옥
鋈	U+92C8	0	ㅇ	옥
㒚	U+349A	0	ㅇ	온
㬈	U+3B08	0	ㅇ	온
䭓	U+4B53	0	ㅇ	온
媪	U+5AAA	0	ㅇ	온
媼	U+5ABC	0	ㅇ	온
慍	U+614D	0	ㅇ	온
昷	U+6637	0	ㅇ	온
榲	U+69B2	0	ㅇ	온
氳	U+6C33	0	ㅇ	온
溫	U+6EAB	0	ㅇ	온
熅	U+7185	0	ㅇ	온
瑥	U+7465	0	ㅇ	온
瘟	U+761F	0	ㅇ	온
稳	U+7A33	0	ㅇ	온
穏	U+7A4F	0	ㅇ	온
穩	U+7A69	0	ㅇ	온
縕	U+7E15	0	ㅇ	온
薀	U+8580	0	ㅇ	온
蘊	U+860A	0	ㅇ	온
轀	U+8F40	0	ㅇ	온
醞	U+919E	0	ㅇ	온
韞	U+97DE	0	ㅇ	온
馧	U+99A7	0	ㅇ	온
𥁕	U+25055	0	ㅇ	온
𥠺	U+2583A	0	ㅇ	온
兀	U+5140	0	ㅇ	올
嗢	U+55E2	0	ㅇ	올
杌	U+674C	0	ㅇ	올
膃	U+8183	0	ㅇ	올
㨣	U+3A23	0	ㅇ	옹
㷏	U+3DCF	0	ㅇ	옹
喁	U+5581	0	ㅇ	옹
壅	U+58C5	0	ㅇ	옹
廱	U+5EF1	0	ㅇ	옹
擁	U+64C1	0	ㅇ	옹
滃	U+6EC3	0	ㅇ	옹
瓮	U+74EE	0	ㅇ	옹
甕	U+7515	0	ㅇ	옹
癕	U+7655	0	ㅇ	옹
癰	U+7670	0	ㅇ	옹
禺	U+79BA	0	ㅇ	옹
罋	U+7F4B	0	ㅇ	옹
翁	U+7FC1	0	ㅇ	옹
蓊	U+84CA	0	ㅇ	옹
邕	U+9095	0	ㅇ	옹
雍	U+96CD	0	ㅇ	옹
雝	U+96DD	0	ㅇ	옹
顒	U+9852	0	ㅇ	옹
饔	U+9954	0	ㅇ	옹
吪	U+542A	0	ㅇ	와
哇	U+54C7	0	ㅇ	와
囮	U+56EE	0	ㅇ	와
娃	U+5A03	0	ㅇ	와
婐	U+5A50	0	ㅇ	와
枙	U+6799	0	ㅇ	와
洼	U+6D3C	0	ㅇ	와
渦	U+6E26	0	ㅇ	와
猧	U+7327	0	ㅇ	와
瓦	U+74E6	0	ㅇ	와
窊	U+7A8A	0	ㅇ	와
窩	U+7AA9	0	ㅇ	와
窪	U+7AAA	0	ㅇ	와
臥	U+81E5	0	ㅇ	와
萵	U+8435	0	ㅇ	와
蛙	U+86D9	0	ㅇ	와
蝸	U+8778	0	ㅇ	와
訛	U+8A1B	0	ㅇ	와
譌	U+8B4C	0	ㅇ	와
䛃	U+46C3	0	ㅇ	완
刓	U+5213	0	ㅇ	완
唍	U+550D	0	ㅇ	완
垸	U+57B8	0	ㅇ	완
妧	U+59A7	0	ㅇ	완
婉	U+5A49	0	ㅇ	완
婠	U+5A60	0	ㅇ	완
完	U+5B8C	0	ㅇ	완
宛	U+5B9B	0	ㅇ	완
岏	U+5C8F	0	ㅇ	완
忨	U+5FE8	0	ㅇ	완
惋	U+60CB	0	ㅇ	완
抏	U+628F	0	ㅇ	완
捖	U+6356	0	ㅇ	완
杬	U+676C	0	ㅇ	완
梡	U+68A1	0	ㅇ	완
椀	U+6900	0	ㅇ	완
浣	U+6D63	0	ㅇ	완
涴	U+6DB4	0	ㅇ	완
玩	U+73A9	0	ㅇ	완
琓	U+7413	0	ㅇ	완
琬	U+742C	0	ㅇ	완
盌	U+76CC	0	ㅇ	완
碗	U+7897	0	ㅇ	완
緩	U+7DE9	0	ㅇ	완
翫	U+7FEB	0	ㅇ	완
脘	U+8118	0	ㅇ	완
腕	U+8155	0	ㅇ	완
莞	U+839E	0	ㅇ	완
豌	U+8C4C	0	ㅇ	완
輐	U+8F10	0	ㅇ	완
鋺	U+92FA	0	ㅇ	완
阮	U+962E	0	ㅇ	완
頑	U+9811	0	ㅇ	완
曰	U+66F0	0	ㅇ	왈
㳹	U+3CF9	0	ㅇ	왕
往	U+5F80	0	ㅇ	왕
旺	U+65FA	0	ㅇ	왕
暀	U+6680	0	ㅇ	왕
枉	U+6789	0	ㅇ	왕
汪	U+6C6A	0	ㅇ	왕
瀇	U+7007	0	ㅇ	왕
王	U+738B	0	ㅇ	왕
迬	U+8FEC	0	ㅇ	왕
倭	U+502D	0	ㅇ	왜
娃	U+5A03	0	ㅇ	왜
媧	U+5AA7	0	ㅇ	왜
歪	U+6B6A	0	ㅇ	왜
矮	U+77EE	0	ㅇ	왜
偎	U+504E	0	ㅇ	외
外	U+5916	0	ㅇ	외
崴	U+5D34	0	ㅇ	외
嵔	U+5D54	0	ㅇ	외
嵬	U+5D6C	0	ㅇ	외
巍	U+5DCD	0	ㅇ	외
愄	U+6104	0	ㅇ	외
渨	U+6E28	0	ㅇ	외
煨	U+7168	0	ㅇ	외
猥	U+7325	0	ㅇ	외
畏	U+754F	0	ㅇ	외
碨	U+78A8	0	ㅇ	외
磈	U+78C8	0	ㅇ	외
聵	U+8075	0	ㅇ	외
隗	U+9697	0	ㅇ	외
了	U+4E86	0	ㅇ	요
偠	U+5060	0	ㅇ	요
僚	U+50DA	0	ㅇ	요
僥	U+50E5	0	ㅇ	요
儌	U+510C	0	ㅇ	요
凹	U+51F9	0	ㅇ	요
嗂	U+55C2	0	ㅇ	요
嘹	U+5639	0	ㅇ	요
坳	U+5773	0	ㅇ	요
垚	U+579A	0	ㅇ	요
堯	U+582F	0	ㅇ	요
墝	U+589D	0	ㅇ	요
夭	U+592D	0	ㅇ	요
妖	U+5996	0	ㅇ	요
姚	U+59DA	0	ㅇ	요
嫋	U+5ACB	0	ㅇ	요
嫽	U+5AFD	0	ㅇ	요
嬈	U+5B08	0	ㅇ	요
嬲	U+5B32	0	ㅇ	요
寮	U+5BEE	0	ㅇ	요
尿	U+5C3F	0	ㅇ	요
嶢	U+5DA2	0	ㅇ	요
幺	U+5E7A	0	ㅇ	요
廖	U+5ED6	0	ㅇ	요
徭	U+5FAD	0	ㅇ	요
徼	U+5FBC	0	ㅇ	요
拗	U+62D7	0	ㅇ	요
搖	U+6416	0	ㅇ	요
撓	U+6493	0	ㅇ	요
撩	U+64A9	0	ㅇ	요
擾	U+64FE	0	ㅇ	요
料	U+6599	0	ㅇ	요
暸	U+66B8	0	ㅇ	요
曜	U+66DC	0	ㅇ	요
枖	U+6796	0	ㅇ	요
榣	U+69A3	0	ㅇ	요
樂	U+6A02	0	ㅇ	요
橈	U+6A48	0	ㅇ	요
殀	U+6B80	0	ㅇ	요
淖	U+6DD6	0	ㅇ	요
漻	U+6F3B	0	ㅇ	요
潦	U+6F66	0	ㅇ	요
澆	U+6F86	0	ㅇ	요
炓	U+7093	0	ㅇ	요
燎	U+71CE	0	ㅇ	요
燿	U+71FF	0	ㅇ	요
獠	U+7360	0	ㅇ	요
瑤	U+7464	0	ㅇ	요
療	U+7642	0	ㅇ	요
瞭	U+77AD	0	ㅇ	요
祅	U+7945	0	ㅇ	요
穾	U+7A7E	0	ㅇ	요
窅	U+7A85	0	ㅇ	요
窈	U+7A88	0	ㅇ	요
窯	U+7AAF	0	ㅇ	요
約	U+7D04	0	ㅇ	요
繇	U+7E47	0	ㅇ	요
繚	U+7E5A	0	ㅇ	요
繞	U+7E5E	0	ㅇ	요
耀	U+8000	0	ㅇ	요
聊	U+804A	0	ㅇ	요
腰	U+8170	0	ㅇ	요
膋	U+818B	0	ㅇ	요
蓼	U+84FC	0	ㅇ	요
蕘	U+8558	0	ㅇ	요
要	U+8981	0	ㅇ	요
謠	U+8B20	0	ㅇ	요
遙	U+9059	0	ㅇ	요
遶	U+9076	0	ㅇ	요
遼	U+907C	0	ㅇ	요
邀	U+9080	0	ㅇ	요
鄝	U+911D	0	ㅇ	요
醪	U+91AA	0	ㅇ	요
鐃	U+9403	0	ㅇ	요
鐐	U+9410	0	ㅇ	요
飂	U+98C2	0	ㅇ	요
飉	U+98C9	0	ㅇ	요
饒	U+9952	0	ㅇ	요
鬧	U+9B27	0	ㅇ	요
鷂	U+9DC2	0	ㅇ	요
慾	U+617E	0	ㅇ	욕
欲	U+6B32	0	ㅇ	욕
浴	U+6D74	0	ㅇ	욕
溽	U+6EBD	0	ㅇ	욕
縟	U+7E1F	0	ㅇ	욕
蓐	U+84D0	0	ㅇ	욕
褥	U+8925	0	ㅇ	욕
辱	U+8FB1	0	ㅇ	욕
㦶	U+39B6	0	ㅇ	용
䞻	U+47BB	0	ㅇ	용
俑	U+4FD1	0	ㅇ	용
傛	U+509B	0	ㅇ	용
傭	U+50AD	0	ㅇ	용
冗	U+5197	0	ㅇ	용
勇	U+52C7	0	ㅇ	용
埇	U+57C7	0	ㅇ	용
墉	U+5889	0	ㅇ	용
媶	U+5AB6	0	ㅇ	용
宂	U+5B82	0	ㅇ	용
容	U+5BB9	0	ㅇ	용
庸	U+5EB8	0	ㅇ	용
徿	U+5FBF	0	ㅇ	용
恿	U+607F	0	ㅇ	용
慂	U+6142	0	ㅇ	용
慵	U+6175	0	ㅇ	용
憃	U+6183	0	ㅇ	용
榕	U+6995	0	ㅇ	용
槦	U+69E6	0	ㅇ	용
涌	U+6D8C	0	ㅇ	용
湧	U+6E67	0	ㅇ	용
溶	U+6EB6	0	ㅇ	용
熔	U+7194	0	ㅇ	용
瑢	U+7462	0	ㅇ	용
用	U+7528	0	ㅇ	용
甬	U+752C	0	ㅇ	용
硧	U+7867	0	ㅇ	용
竜	U+7ADC	0	ㅇ	용
聳	U+8073	0	ㅇ	용
舂	U+8202	0	ㅇ	용
茸	U+8338	0	ㅇ	용
蓉	U+84C9	0	ㅇ	용
蛹	U+86F9	0	ㅇ	용
踊	U+8E0A	0	ㅇ	용
踴	U+8E34	0	ㅇ	용
鎔	U+9394	0	ㅇ	용
鏞	U+93DE	0	ㅇ	용
龍	U+9F8D	0	ㅇ	용
龒	U+9F92	0	ㅇ	용
㥥	U+3965	0	ㅇ	우
㬂	U+3B02	0	ㅇ	우
㲾	U+3CBE	0	ㅇ	우
䨒	U+4A12	0	ㅇ	우
于	U+4E8E	0	ㅇ	우
亴	U+4EB4	0	ㅇ	우
优	U+4F18	0	ㅇ	우
佑	U+4F51	0	ㅇ	우
俁	U+4FC1	0	ㅇ	우
偊	U+504A	0	ㅇ	우
偶	U+5076	0	ㅇ	우
優	U+512A	0	ㅇ	우
又	U+53C8	0	ㅇ	우
友	U+53CB	0	ㅇ	우
右	U+53F3	0	ㅇ	우
吁	U+5401	0	ㅇ	우
吘	U+5418	0	ㅇ	우
圩	U+5729	0	ㅇ	우
堣	U+5823	0	ㅇ	우
宇	U+5B87	0	ㅇ	우
寓	U+5BD3	0	ㅇ	우
尤	U+5C24	0	ㅇ	우
嵎	U+5D4E	0	ㅇ	우
庽	U+5EBD	0	ㅇ	우
愚	U+611A	0	ㅇ	우
慪	U+616A	0	ㅇ	우
憂	U+6182	0	ㅇ	우
扜	U+625C	0	ㅇ	우
扝	U+625D	0	ㅇ	우
旴	U+65F4	0	ㅇ	우
杅	U+6745	0	ㅇ	우
楀	U+6940	0	ㅇ	우
湡	U+6E61	0	ㅇ	우
澞	U+6F9E	0	ㅇ	우
瀀	U+7000	0	ㅇ	우
燠	U+71E0	0	ㅇ	우
牛	U+725B	0	ㅇ	우
玗	U+7397	0	ㅇ	우
瑀	U+7440	0	ㅇ	우
疣	U+75A3	0	ㅇ	우
盂	U+76C2	0	ㅇ	우
盓	U+76D3	0	ㅇ	우
盱	U+76F1	0	ㅇ	우
祐	U+7950	0	ㅇ	우
祤	U+7964	0	ㅇ	우
禑	U+7991	0	ㅇ	우
禹	U+79B9	0	ㅇ	우
穻	U+7A7B	0	ㅇ	우
紆	U+7D06	0	ㅇ	우
耦	U+8026	0	ㅇ	우
耰	U+8030	0	ㅇ	우
芋	U+828B	0	ㅇ	우
萭	U+842D	0	ㅇ	우
藕	U+85D5	0	ㅇ	우
虞	U+865E	0	ㅇ	우
訏	U+8A0F	0	ㅇ	우
訧	U+8A27	0	ㅇ	우
謣	U+8B23	0	ㅇ	우
踽	U+8E3D	0	ㅇ	우
迂	U+8FC2	0	ㅇ	우
迶	U+8FF6	0	ㅇ	우
遇	U+9047	0	ㅇ	우
邘	U+9098	0	ㅇ	우
郵	U+90F5	0	ㅇ	우
鄅	U+9105	0	ㅇ	우
釪	U+91EA	0	ㅇ	우
鍝	U+935D	0	ㅇ	우
隅	U+9685	0	ㅇ	우
雨	U+96E8	0	ㅇ	우
雩	U+96E9	0	ㅇ	우
麀	U+9E80	0	ㅇ	우
麌	U+9E8C	0	ㅇ	우
齲	U+9F72	0	ㅇ	우
羽	U+FA1E	0	ㅇ	우
祐	U+FA4F	0	ㅇ	우
芋	U+2F990	0	ㅇ	우
勖	U+52D6	0	ㅇ	욱
彧	U+5F67	0	ㅇ	욱
旭	U+65ED	0	ㅇ	욱
昱	U+6631	0	ㅇ	욱
栯	U+682F	0	ㅇ	욱
煜	U+715C	0	ㅇ	욱
燠	U+71E0	0	ㅇ	욱
稢	U+7A22	0	ㅇ	욱
稶	U+7A36	0	ㅇ	욱
郁	U+90C1	0	ㅇ	욱
頊	U+980A	0	ㅇ	욱
𢒰	U+224B0	0	ㅇ	욱
㜏	U+370F	0	ㅇ	운
䆬	U+41AC	0	ㅇ	운
䉙	U+4259	0	ㅇ	운
䫟	U+4ADF	0	ㅇ	운
云	U+4E91	0	ㅇ	운
員	U+54E1	0	ㅇ	운
夽	U+593D	0	ㅇ	운
妘	U+5998	0	ㅇ	운
惲	U+60F2	0	ㅇ	운
抎	U+628E	0	ㅇ	운
暈	U+6688	0	ㅇ	운
橒	U+6A52	0	ㅇ	운
殞	U+6B9E	0	ㅇ	운
沄	U+6C84	0	ㅇ	운
溳	U+6EB3	0	ㅇ	운
澐	U+6F90	0	ㅇ	운
熉	U+7189	0	ㅇ	운
篔	U+7BD4	0	ㅇ	운
紜	U+7D1C	0	ㅇ	운
耘	U+8018	0	ㅇ	운
芸	U+82B8	0	ㅇ	운
蕓	U+8553	0	ㅇ	운
蝹	U+8779	0	ㅇ	운
賱	U+8CF1	0	ㅇ	운
運	U+904B	0	ㅇ	운
鄆	U+9106	0	ㅇ	운
鄖	U+9116	0	ㅇ	운
隕	U+9695	0	ㅇ	운
雲	U+96F2	0	ㅇ	운
霣	U+9723	0	ㅇ	운
韵	U+97F5	0	ㅇ	운
韻	U+97FB	0	ㅇ	운
䵥	U+4D65	0	ㅇ	울
宛	U+5B9B	0	ㅇ	울
灪	U+706A	0	ㅇ	울
菀	U+83C0	0	ㅇ	울
蔚	U+851A	0	ㅇ	울
鬱	U+9B31	0	ㅇ	울
𠃗	U+200D7	0	ㅇ	울
僌	U+50CC	0	ㅇ	웅
熊	U+718A	0	ㅇ	웅
雄	U+96C4	0	ㅇ	웅
倇	U+5007	0	ㅇ	원
元	U+5143	0	ㅇ	원
原	U+539F	0	ㅇ	원
員	U+54E1	0	ㅇ	원
園	U+5712	0	ㅇ	원
圓	U+5713	0	ㅇ	원
垣	U+57A3	0	ㅇ	원
妴	U+59B4	0	ㅇ	원
婉	U+5A49	0	ㅇ	원
媛	U+5A9B	0	ㅇ	원
嫄	U+5AC4	0	ㅇ	원
寃	U+5BC3	0	ㅇ	원
怨	U+6028	0	ㅇ	원
愿	U+613F	0	ㅇ	원
援	U+63F4	0	ㅇ	원
朊	U+670A	0	ㅇ	원
杬	U+676C	0	ㅇ	원
楥	U+6965	0	ㅇ	원
榬	U+69AC	0	ㅇ	원
沅	U+6C85	0	ㅇ	원
洹	U+6D39	0	ㅇ	원
湲	U+6E72	0	ㅇ	원
源	U+6E90	0	ㅇ	원
溒	U+6E92	0	ㅇ	원
爰	U+7230	0	ㅇ	원
猨	U+7328	0	ㅇ	원
猿	U+733F	0	ㅇ	원
瑗	U+7457	0	ㅇ	원
盶	U+76F6	0	ㅇ	원
笎	U+7B0E	0	ㅇ	원
芫	U+82AB	0	ㅇ	원
苑	U+82D1	0	ㅇ	원
蒝	U+849D	0	ㅇ	원
薗	U+8597	0	ㅇ	원
蜿	U+873F	0	ㅇ	원
袁	U+8881	0	ㅇ	원
褑	U+8911	0	ㅇ	원
謜	U+8B1C	0	ㅇ	원
貟	U+8C9F	0	ㅇ	원
轅	U+8F45	0	ㅇ	원
遠	U+9060	0	ㅇ	원
邍	U+908D	0	ㅇ	원
邧	U+90A7	0	ㅇ	원
鋺	U+92FA	0	ㅇ	원
阮	U+962E	0	ㅇ	원
院	U+9662	0	ㅇ	원
願	U+9858	0	ㅇ	원
騵	U+9A35	0	ㅇ	원
鴛	U+9D1B	0	ㅇ	원
鵷	U+9D77	0	ㅇ	원
黿	U+9EFF	0	ㅇ	원
冤	U+2F818	0	ㅇ	원
刖	U+5216	0	ㅇ	월
月	U+6708	0	ㅇ	월
泧	U+6CE7	0	ㅇ	월
粤	U+7CA4	0	ㅇ	월
越	U+8D8A	0	ㅇ	월
鉞	U+925E	0	ㅇ	월
位	U+4F4D	0	ㅇ	위
偉	U+5049	0	ㅇ	위
僞	U+50DE	0	ㅇ	위
危	U+5371	0	ㅇ	위
喟	U+559F	0	ㅇ	위
圍	U+570D	0	ㅇ	위
委	U+59D4	0	ㅇ	위
威	U+5A01	0	ㅇ	위
尉	U+5C09	0	ㅇ	위
幃	U+5E43	0	ㅇ	위
慰	U+6170	0	ㅇ	위
暐	U+6690	0	ㅇ	위
洈	U+6D08	0	ㅇ	위
渭	U+6E2D	0	ㅇ	위
湋	U+6E4B	0	ㅇ	위
煒	U+7152	0	ㅇ	위
煟	U+715F	0	ㅇ	위
熨	U+71A8	0	ㅇ	위
爲	U+7232	0	ㅇ	위
瑋	U+744B	0	ㅇ	위
痿	U+75FF	0	ㅇ	위
緯	U+7DEF	0	ㅇ	위
胃	U+80C3	0	ㅇ	위
萎	U+840E	0	ㅇ	위
葦	U+8466	0	ㅇ	위
葳	U+8473	0	ㅇ	위
蔿	U+853F	0	ㅇ	위
薳	U+85B3	0	ㅇ	위
蝟	U+875F	0	ㅇ	위
衛	U+885B	0	ㅇ	위
衞	U+885E	0	ㅇ	위
褘	U+8918	0	ㅇ	위
諉	U+8AC9	0	ㅇ	위
謂	U+8B02	0	ㅇ	위
逶	U+9036	0	ㅇ	위
違	U+9055	0	ㅇ	위
鄬	U+912C	0	ㅇ	위
闈	U+95C8	0	ㅇ	위
韋	U+97CB	0	ㅇ	위
韙	U+97D9	0	ㅇ	위
韡	U+97E1	0	ㅇ	위
餧	U+9927	0	ㅇ	위
骪	U+9AAA	0	ㅇ	위
魏	U+9B4F	0	ㅇ	위
㴗	U+3D17	0	ㅇ	유
㽥	U+3F65	0	ㅇ	유
䋴	U+42F4	0	ㅇ	유
䜅	U+4705	0	ㅇ	유
乳	U+4E73	0	ㅇ	유
侑	U+4F91	0	ㅇ	유
俞	U+4FDE	0	ㅇ	유
儒	U+5112	0	ㅇ	유
兪	U+516A	0	ㅇ	유
冘	U+5198	0	ㅇ	유
劉	U+5289	0	ㅇ	유
呦	U+5466	0	ㅇ	유
唯	U+552F	0	ㅇ	유
喩	U+55A9	0	ㅇ	유
囿	U+56FF	0	ㅇ	유
壝	U+58DD	0	ㅇ	유
妞	U+599E	0	ㅇ	유
姷	U+59F7	0	ㅇ	유
婑	U+5A51	0	ㅇ	유
婾	U+5A7E	0	ㅇ	유
嬬	U+5B2C	0	ㅇ	유
孺	U+5B7A	0	ㅇ	유
宥	U+5BA5	0	ㅇ	유
岰	U+5CB0	0	ㅇ	유
帷	U+5E37	0	ㅇ	유
幼	U+5E7C	0	ㅇ	유
幽	U+5E7D	0	ㅇ	유
庾	U+5EBE	0	ㅇ	유
忸	U+5FF8	0	ㅇ	유
悠	U+60A0	0	ㅇ	유
惟	U+60DF	0	ㅇ	유
愈	U+6108	0	ㅇ	유
愉	U+6109	0	ㅇ	유
懰	U+61F0	0	ㅇ	유
揄	U+63C4	0	ㅇ	유
揉	U+63C9	0	ㅇ	유
攸	U+6538	0	ㅇ	유
旒	U+65D2	0	ㅇ	유
曘	U+66D8	0	ㅇ	유
有	U+6709	0	ㅇ	유
杻	U+677B	0	ㅇ	유
柔	U+67D4	0	ㅇ	유
柚	U+67DA	0	ㅇ	유
柳	U+67F3	0	ㅇ	유
桵	U+6875	0	ㅇ	유
楡	U+6961	0	ㅇ	유
榴	U+69B4	0	ㅇ	유
槱	U+69F1	0	ㅇ	유
橊	U+6A4A	0	ㅇ	유
歈	U+6B48	0	ㅇ	유
沑	U+6C91	0	ㅇ	유
油	U+6CB9	0	ㅇ	유
泑	U+6CD1	0	ㅇ	유
洧	U+6D27	0	ㅇ	유
流	U+6D41	0	ㅇ	유
浟	U+6D5F	0	ㅇ	유
溜	U+6E9C	0	ㅇ	유
滺	U+6EFA	0	ㅇ	유
漻	U+6F3B	0	ㅇ	유
濡	U+6FE1	0	ㅇ	유
濰	U+6FF0	0	ㅇ	유
瀏	U+700F	0	ㅇ	유
瀢	U+7022	0	ㅇ	유
煣	U+7163	0	ㅇ	유
燸	U+71F8	0	ㅇ	유
牖	U+7256	0	ㅇ	유
猶	U+7336	0	ㅇ	유
猷	U+7337	0	ㅇ	유
琉	U+7409	0	ㅇ	유
琟	U+741F	0	ㅇ	유
瑜	U+745C	0	ㅇ	유
瑠	U+7460	0	ㅇ	유
瑬	U+746C	0	ㅇ	유
甤	U+7524	0	ㅇ	유
由	U+7531	0	ㅇ	유
留	U+7559	0	ㅇ	유
瘉	U+7609	0	ㅇ	유
瘐	U+7610	0	ㅇ	유
瘤	U+7624	0	ㅇ	유
癒	U+7652	0	ㅇ	유
硫	U+786B	0	ㅇ	유
秞	U+79DE	0	ㅇ	유
窬	U+7AAC	0	ㅇ	유
窳	U+7AB3	0	ㅇ	유
籲	U+7C72	0	ㅇ	유
糅	U+7CC5	0	ㅇ	유
紐	U+7D10	0	ㅇ	유
維	U+7DAD	0	ㅇ	유
緌	U+7DCC	0	ㅇ	유
縲	U+7E32	0	ㅇ	유
纍	U+7E8D	0	ㅇ	유
羑	U+7F91	0	ㅇ	유
聈	U+8048	0	ㅇ	유
腴	U+8174	0	ㅇ	유
臾	U+81FE	0	ㅇ	유
荽	U+837D	0	ㅇ	유
莠	U+83A0	0	ㅇ	유
萸	U+8438	0	ㅇ	유
蕕	U+8555	0	ㅇ	유
薷	U+85B7	0	ㅇ	유
蚰	U+86B0	0	ㅇ	유
蚴	U+86B4	0	ㅇ	유
蝤	U+8764	0	ㅇ	유
裕	U+88D5	0	ㅇ	유
褕	U+8915	0	ㅇ	유
誘	U+8A98	0	ㅇ	유
諛	U+8ADB	0	ㅇ	유
諭	U+8AED	0	ㅇ	유
謬	U+8B2C	0	ㅇ	유
讉	U+8B89	0	ㅇ	유
趡	U+8DA1	0	ㅇ	유
踰	U+8E30	0	ㅇ	유
蹂	U+8E42	0	ㅇ	유
逌	U+900C	0	ㅇ	유
逾	U+903E	0	ㅇ	유
遊	U+904A	0	ㅇ	유
遛	U+905B	0	ㅇ	유
遺	U+907A	0	ㅇ	유
鄃	U+9103	0	ㅇ	유
酉	U+9149	0	ㅇ	유
釉	U+91C9	0	ㅇ	유
鈕	U+9215	0	ㅇ	유
鉚	U+925A	0	ㅇ	유
鍮	U+936E	0	ㅇ	유
鎏	U+938F	0	ㅇ	유
鏐	U+93D0	0	ㅇ	유
需	U+9700	0	ㅇ	유
鞣	U+97A3	0	ㅇ	유
類	U+985E	0	ㅇ	유
鮪	U+9BAA	0	ㅇ	유
鶹	U+9DB9	0	ㅇ	유
黝	U+9EDD	0	ㅇ	유
鼬	U+9F2C	0	ㅇ	유
龥	U+9FA5	0	ㅇ	유
𧘥	U+27625	0	ㅇ	유
蕤	U+2F9AC	0	ㅇ	유
