# 《通用规范汉字表》（2013年） 
# https://github.com/cdtym/digital-table-of-general-standard-chinese-characters
#
# 原表8105字
# 附表一繁体字列2648字（传承字）
# 附表一异体字列1023字
# 全表共计11776=8105+2648+1023字
# 其中133字分别出现2次，去重后共11643字。
# 繁简关系：无繁体组5552、一一对应组2445、复杂对应组108（其有96组一个规范字对应多个繁体字（或传承字））。
# 
# 缺少编码
# 其中有5个异体字字未进行unicode编码，分别是：
# 610_1_3	⿰韋刄 	
# 1360_0_1	⿰王冊 # 1360_0_1可认同到“珊”（参考港台字形，同码异形）
# 2424_0_2	⿰氵⿱⿻夕丶缶 # 2424_0_2疑似可以认同到“滛”U+6EDB，参考校编本《第一批异体字整理表》，顾雪枫 编著，苏州大学出版社
# 3317_0_2	⿰扌㕘	# 3317_0_2疑似可以认同到“撡”U+64A1，参考《语言文字规范标准 (教育部语言文字信息管理司组编)》 
# 4225_0_1	⿰口芉	# 4225_0_1疑似可以认同到“哶”U+54F6

# 序号	汉字	Unicode		
611_1	運	U+904B
612	扶	U+6276
613	抚	U+629A
613_1	撫	U+64AB
614	坛	U+575B
614_1	壇	U+58C7
614_2	罎	U+7F4E
614_2_1	罈	U+7F48
614_2_2	壜	U+58DC
615	技	U+6280
616	坏	U+574F
616_1	壞	U+58DE
617	抠	U+62A0
617_1	摳	U+6473
618	扰	U+6270
618_1	擾	U+64FE
619	扼	U+627C
619_0_1	搤	U+6424
620	拒	U+62D2
621	找	U+627E
622	批	U+6279
623	址	U+5740
623_0_1	阯	U+962F
624	扯	U+626F
624_0_1	撦	U+64A6
625	走	U+8D70
626	抄	U+6284
627	贡	U+8D21
627_1	貢	U+8CA2
628	汞	U+6C5E
629	坝	U+575D
629_1	垻	U+57BB
629_2	壩	U+58E9
630	攻	U+653B
631	赤	U+8D64
632	折	U+6298
632_0	折	U+6298
632_1	摺	U+647A
633	抓	U+6293
634	扳	U+6273
635	抡	U+62A1
635_1	掄	U+6384
636	扮	U+626E
637	抢	U+62A2
637_1	搶	U+6436
638	孝	U+5B5D
639	坎	U+574E
639_0_1	埳	U+57F3
640	均	U+5747
641	抑	U+6291
642	抛	U+629B
643	投	U+6295
644	坟	U+575F
644_1	墳	U+58B3
645	坑	U+5751
645_0_1	阬	U+962C
646	抗	U+6297
647	坊	U+574A
648	抖	U+6296
649	护	U+62A4
649_1	護	U+8B77
650	壳	U+58F3
650_1	殻	U+6BBB
651	志	U+5FD7
651_0_1	誌	U+8A8C
652	块	U+5757
652_1	塊	U+584A
653	扭	U+626D
654	声	U+58F0
654_1	聲	U+8072
655	把	U+628A
656	报	U+62A5
656_1	報	U+5831
657	拟	U+62DF
657_1	擬	U+64EC
657_1_1	儗	U+5117
658	却	U+5374
658_0_1	㕁	U+3541
658_0_2	卻	U+537B
659	抒	U+6292
660	劫	U+52AB
660_0_1	刦	U+5226
660_0_2	刧	U+5227
660_0_3	刼	U+523C
661	芙	U+8299
662	芜	U+829C
662_1	蕪	U+856A
663	苇	U+82C7
663_1	葦	U+8466
664	芽	U+82BD
665	花	U+82B1
665_0_1	芲	U+82B2
665_0_2	蘤	U+8624
666	芹	U+82B9
667	芥	U+82A5
668	芬	U+82AC
669	苍	U+82CD
669_1	蒼	U+84BC
670	芳	U+82B3
671	严	U+4E25
671_1	嚴	U+56B4
672	芦	U+82A6
672_1	蘆	U+8606
673	芯	U+82AF
674	劳	U+52B3
674_1	勞	U+52DE
675	克	U+514B
675_0	克	U+514B
675_1	剋	U+524B
675_1_1	尅	U+5C05
676	芭	U+82AD
677	苏	U+82CF
677_1	蘇	U+8607
677_1_1	甦	U+7526
677_1_2	蘓	U+8613
677_2	囌	U+56CC
678	杆	U+6746
678_0_1	桿	U+687F
679	杠	U+6760
679_0_1	槓	U+69D3
680	杜	U+675C
681	材	U+6750
682	村	U+6751
682_0_1	邨	U+90A8
683	杖	U+6756
684	杏	U+674F
685	杉	U+6749
686	巫	U+5DEB
687	极	U+6781
687_1	極	U+6975
688	李	U+674E
689	杨	U+6768
689_1	楊	U+694A
690	求	U+6C42
691	甫	U+752B
692	匣	U+5323
693	更	U+66F4
694	束	U+675F
695	吾	U+543E
696	豆	U+8C46
696_0_1	荳	U+8373
697	两	U+4E24
697_1	兩	U+5169
698	酉	U+9149
699	丽	U+4E3D
699_1	麗	U+9E97
700	医	U+533B
700_1	醫	U+91AB
701	辰	U+8FB0
702	励	U+52B1
702_1	勵	U+52F5
703	否	U+5426
704	还	U+8FD8
704_1	還	U+9084
705	尬	U+5C2C
706	歼	U+6B7C
706_1	殲	U+6BB2
707	来	U+6765
707_1	來	U+4F86
708	连	U+8FDE
708_1	連	U+9023
709	轩	U+8F69
709_1	軒	U+8ED2
710	步	U+6B65
711	卤	U+5364
711_1	鹵	U+9E75
711_2	滷	U+6EF7
712	坚	U+575A
712_1	堅	U+5805
713	肖	U+8096
714	旱	U+65F1
715	盯	U+76EF
716	呈	U+5448
717	时	U+65F6
717_1	時	U+6642
717_1_1	旹	U+65F9
718	吴	U+5434
719	助	U+52A9
720	县	U+53BF
720_1	縣	U+7E23
721	里	U+91CC
721_0	里	U+91CC
721_1	裏	U+88CF
721_1_1	裡	U+88E1
722	呆	U+5446
722_0_1	獃	U+7343
723	吱	U+5431
724	吠	U+5420
725	呕	U+5455
725_1	嘔	U+5614
726	园	U+56ED
726_1	園	U+5712
727	旷	U+65F7
727_1	曠	U+66E0
728	围	U+56F4
728_1	圍	U+570D
729	呀	U+5440
730	吨	U+5428
730_1	噸	U+5678
731	足	U+8DB3
732	邮	U+90AE
732_1	郵	U+90F5
733	男	U+7537
734	困	U+56F0
734_0	困	U+56F0
734_1	睏	U+774F
735	吵	U+5435
736	串	U+4E32
737	员	U+5458
737_1	員	U+54E1
738	呐	U+5450
739	听	U+542C
739_1	聽	U+807D
740	吟	U+541F
740_0_1	唫	U+552B
741	吩	U+5429
742	呛	U+545B
742_1	嗆	U+55C6
743	吻	U+543B
743_0_1	脗	U+8117
744	吹	U+5439
745	呜	U+545C
745_1	嗚	U+55DA
746	吭	U+542D
747	吧	U+5427
748	邑	U+9091
749	吼	U+543C
750	囤	U+56E4
751	别	U+522B
751_0	别	U+522B
751_1	彆	U+5F46
752	吮	U+542E
753	岖	U+5C96
753_1	嶇	U+5D87
754	岗	U+5C97
754_1	崗	U+5D17
755	帐	U+5E10
755_1	帳	U+5E33
756	财	U+8D22
756_1	財	U+8CA1
757	针	U+9488
757_1	針	U+91DD
757_1_1	鍼	U+937C
758	钉	U+9489
758_1	釘	U+91D8
759	牡	U+7261
760	告	U+544A
761	我	U+6211
762	乱	U+4E71
762_1	亂	U+4E82
763	利	U+5229
764	秃	U+79C3
765	秀	U+79C0
766	私	U+79C1
767	每	U+6BCF
768	兵	U+5175
769	估	U+4F30
770	体	U+4F53
770_1	體	U+9AD4
771	何	U+4F55
772	佐	U+4F50
773	佑	U+4F51
774	但	U+4F46
775	伸	U+4F38
776	佃	U+4F43
777	作	U+4F5C
778	伯	U+4F2F
779	伶	U+4F36
780	佣	U+4F63
780_1	傭	U+50AD
781	低	U+4F4E
782	你	U+4F60
782_0_1	妳	U+59B3
783	住	U+4F4F
784	位	U+4F4D
785	伴	U+4F34
786	身	U+8EAB
787	皂	U+7682
787_0_1	皁	U+7681
788	伺	U+4F3A
789	佛	U+4F5B
789_0_1	彿	U+5F7F
789_0_2	髴	U+9AF4
790	囱	U+56F1
791	近	U+8FD1
792	彻	U+5F7B
792_1	徹	U+5FB9
793	役	U+5F79
794	返	U+8FD4
795	余	U+4F59
795_0	余	U+4F59
795_1	餘	U+9918
796	希	U+5E0C
797	坐	U+5750
798	谷	U+8C37
798_0	谷	U+8C37
798_1	穀	U+7A40
799	妥	U+59A5
800	含	U+542B
801	邻	U+90BB
801_1	鄰	U+9130
801_1_1	隣	U+96A3
802	岔	U+5C94
803	肝	U+809D
804	肛	U+809B
804_0_1	疘	U+7598
805	肚	U+809A
806	肘	U+8098
807	肠	U+80A0
807_1	腸	U+8178
807_1_1	膓	U+8193
808	龟	U+9F9F
808_1	龜	U+9F9C
809	甸	U+7538
810	免	U+514D
811	狂	U+72C2
812	犹	U+72B9
812_1	猶	U+7336
813	狈	U+72C8
813_1	狽	U+72FD
814	角	U+89D2
815	删	U+5220
815_0_1	刪	U+522A
816	条	U+6761
816_1	條	U+689D
817	彤	U+5F64
818	卵	U+5375
819	灸	U+7078
820	岛	U+5C9B
820_1	島	U+5CF6
820_1_1	㠀	U+3800
821	刨	U+5228
821_0_1	鉋	U+924B
821_0_2	鑤	U+9464
822	迎	U+8FCE
823	饭	U+996D
823_1	飯	U+98EF
824	饮	U+996E
824_1	飲	U+98F2
824_1_1	㱃	U+3C43
825	系	U+7CFB
825_0	系	U+7CFB
825_1	係	U+4FC2
825_2	繫	U+7E6B
826	言	U+8A00
827	冻	U+51BB
827_1	凍	U+51CD
828	状	U+72B6
828_1	狀	U+72C0
829	亩	U+4EA9
829_1	畝	U+755D
829_1_1	𤰜	U+24C1C
829_1_2	畂	U+7542
829_1_3	𤱈	U+24C48
829_1_4	畆	U+7546
829_1_5	畮	U+756E
830	况	U+51B5
830_0_1	況	U+6CC1
831	床	U+5E8A
831_0_1	牀	U+7240
832	库	U+5E93
832_1	庫	U+5EAB
833	庇	U+5E87
834	疗	U+7597
834_1	療	U+7642
835	吝	U+541D
835_0_1	恡	U+6061
836	应	U+5E94
836_1	應	U+61C9
837	这	U+8FD9
837_1	這	U+9019
838	冷	U+51B7
839	庐	U+5E90
839_1	廬	U+5EEC
840	序	U+5E8F
841	辛	U+8F9B
842	弃	U+5F03
842_0_1	棄	U+68C4
843	冶	U+51B6
844	忘	U+5FD8
845	闰	U+95F0
845_1	閏	U+958F
846	闲	U+95F2
846_1	閑	U+9591
846_1_1	閒	U+9592
847	间	U+95F4
847_1	間	U+9593
848	闷	U+95F7
848_1	悶	U+60B6
849	判	U+5224
850	兑	U+5151
851	灶	U+7076
851_1	竈	U+7AC8
852	灿	U+707F
852_1	燦	U+71E6
853	灼	U+707C
854	弟	U+5F1F
855	汪	U+6C6A
856	沐	U+6C90
857	沛	U+6C9B
858	汰	U+6C70
859	沥	U+6CA5
859_1	瀝	U+701D
860	沙	U+6C99
861	汽	U+6C7D
862	沃	U+6C83
863	沦	U+6CA6
863_1	淪	U+6DEA
864	汹	U+6C79
864_0_1	洶	U+6D36
865	泛	U+6CDB
865_0_1	氾	U+6C3E
865_0_2	汎	U+6C4E
866	沧	U+6CA7
866_1	滄	U+6EC4
867	没	U+6CA1
868	沟	U+6C9F
868_1	溝	U+6E9D
869	沪	U+6CAA
869_1	滬	U+6EEC
870	沈	U+6C88
870_0	沈	U+6C88
870_1	瀋	U+700B
871	沉	U+6C89
872	沁	U+6C81
873	怀	U+6000
873_1	懷	U+61F7
874	忧	U+5FE7
874_1	憂	U+6182
875	忱	U+5FF1
876	快	U+5FEB
877	完	U+5B8C
878	宋	U+5B8B
879	宏	U+5B8F
880	牢	U+7262
881	究	U+7A76
882	穷	U+7A77
882_1	窮	U+7AAE
883	灾	U+707E
883_0_1	災	U+707D
883_0_2	烖	U+70D6
883_0_3	菑	U+83D1
884	良	U+826F
885	证	U+8BC1
885_1	證	U+8B49
886	启	U+542F
886_1	啓	U+5553
886_1_1	唘	U+5518
886_1_2	啟	U+555F
887	评	U+8BC4
887_1	評	U+8A55
888	补	U+8865
888_1	補	U+88DC
889	初	U+521D
890	社	U+793E
891	祀	U+7940
891_0_1	禩	U+79A9
892	识	U+8BC6
892_1	識	U+8B58
893	诈	U+8BC8
893_1	詐	U+8A50
894	诉	U+8BC9
894_1	訴	U+8A34
894_1_1	愬	U+612C
895	罕	U+7F55
896	诊	U+8BCA
896_1	診	U+8A3A
897	词	U+8BCD
897_1	詞	U+8A5E
897_1_1	䛐	U+46D0
898	译	U+8BD1
898_1	譯	U+8B6F
899	君	U+541B
900	灵	U+7075
900_1	靈	U+9748
901	即	U+5373
902	层	U+5C42
902_1	層	U+5C64
903	屁	U+5C41
904	尿	U+5C3F
905	尾	U+5C3E
906	迟	U+8FDF
906_1	遲	U+9072
907	局	U+5C40
907_0_1	侷	U+4FB7
907_0_2	跼	U+8DFC
908	改	U+6539
909	张	U+5F20
909_1	張	U+5F35
910	忌	U+5FCC
911	际	U+9645
911_1	際	U+969B
912	陆	U+9646
912_1	陸	U+9678
913	阿	U+963F
914	陈	U+9648
914_1	陳	U+9673
915	阻	U+963B
916	附	U+9644
916_0_1	坿	U+577F
917	坠	U+5760
917_1	墜	U+589C
918	妓	U+5993
919	妙	U+5999
919_0_1	玅	U+7385
920	妖	U+5996
921	姊	U+59CA
921_0_1	姉	U+59C9
922	妨	U+59A8
923	妒	U+5992
923_0_1	妬	U+59AC
924	努	U+52AA
925	忍	U+5FCD
926	劲	U+52B2
926_1	勁	U+52C1
927	矣	U+77E3
928	鸡	U+9E21
928_1	鷄	U+9DC4
928_1_1	雞	U+96DE
929	纬	U+7EAC
929_1	緯	U+7DEF
930	驱	U+9A71
930_1	驅	U+9A45
930_1_1	駈	U+99C8
930_1_2	敺	U+657A
931	纯	U+7EAF
931_1	純	U+7D14
932	纱	U+7EB1
932_1	紗	U+7D17
933	纲	U+7EB2
933_1	綱	U+7DB1
934	纳	U+7EB3
934_1	納	U+7D0D
935	驳	U+9A73
935_1	駁	U+99C1
935_1_1	駮	U+99EE
936	纵	U+7EB5
936_1	縱	U+7E31
937	纷	U+7EB7
937_1	紛	U+7D1B
938	纸	U+7EB8
938_1	紙	U+7D19
938_1_1	帋	U+5E0B
939	纹	U+7EB9
939_1	紋	U+7D0B
940	纺	U+7EBA
940_1	紡	U+7D21
941	驴	U+9A74
941_1	驢	U+9A62
942	纽	U+7EBD
942_1	紐	U+7D10
943	奉	U+5949
944	玩	U+73A9
944_0_1	翫	U+7FEB
945	环	U+73AF
945_1	環	U+74B0
946	武	U+6B66
947	青	U+9752
948	责	U+8D23
948_1	責	U+8CAC
949	现	U+73B0
949_1	現	U+73FE
950	玫	U+73AB
951	表	U+8868
951_0	表	U+8868
951_1	錶	U+9336
952	规	U+89C4
952_1	規	U+898F
952_1_1	槼	U+69FC
953	抹	U+62B9
954	卦	U+5366
955	坷	U+5777
956	坯	U+576F
957	拓	U+62D3
957_0_1	搨	U+6428
958	拢	U+62E2
958_1	攏	U+650F
959	拔	U+62D4
960	坪	U+576A
961	拣	U+62E3
961_1	揀	U+63C0
962	坦	U+5766
963	担	U+62C5
963_1	擔	U+64D4
964	坤	U+5764
964_0_1	堃	U+5803
965	押	U+62BC
966	抽	U+62BD
967	拐	U+62D0
967_0_1	柺	U+67FA
968	拖	U+62D6
968_0_1	拕	U+62D5
969	者	U+8005
970	拍	U+62CD
971	顶	U+9876
971_1	頂	U+9802
972	拆	U+62C6
973	拎	U+62CE
974	拥	U+62E5
974_1	擁	U+64C1
975	抵	U+62B5
975_0_1	牴	U+7274
975_0_2	觝	U+89DD
976	拘	U+62D8
977	势	U+52BF
977_1	勢	U+52E2
978	抱	U+62B1
979	拄	U+62C4
980	垃	U+5783
981	拉	U+62C9
982	拦	U+62E6
982_1	攔	U+6514
983	幸	U+5E78
983_0_1	倖	U+5016
984	拌	U+62CC
985	拧	U+62E7
985_1	擰	U+64F0
986	拂	U+62C2
987	拙	U+62D9
988	招	U+62DB
989	坡	U+5761
990	披	U+62AB
991	拨	U+62E8
991_1	撥	U+64A5
992	择	U+62E9
992_1	擇	U+64C7
993	抬	U+62AC
994	拇	U+62C7
995	拗	U+62D7
995_0_1	抝	U+629D
996	其	U+5176
997	取	U+53D6
998	茉	U+8309
999	苦	U+82E6
1000	昔	U+6614
1001	苛	U+82DB
1002	若	U+82E5
1003	茂	U+8302
1004	苹	U+82F9
1004_1	蘋	U+860B
1005	苗	U+82D7
1006	英	U+82F1
1007	苟	U+82DF
1008	苑	U+82D1
1009	苞	U+82DE
1010	范	U+8303
1010_0	范	U+8303
1010_1	範	U+7BC4
1011	直	U+76F4
1012	茁	U+8301
1013	茄	U+8304
1014	茎	U+830E
1014_1	莖	U+8396
1015	苔	U+82D4
1016	茅	U+8305
1017	枉	U+6789
1018	林	U+6797
1019	枝	U+679D
1020	杯	U+676F
1020_0_1	盃	U+76C3
1020_0_2	桮	U+686E
1021	枢	U+67A2
1021_1	樞	U+6A1E
1022	柜	U+67DC
1022_1	櫃	U+6AC3
1023	枚	U+679A
1024	析	U+6790
1025	板	U+677F
1025_0	板	U+677F
1025_1	闆	U+95C6
1026	松	U+677E
1026_0	松	U+677E
1026_1	鬆	U+9B06
1027	枪	U+67AA
1027_1	槍	U+69CD
1027_1_1	鎗	U+9397
1028	枫	U+67AB
1028_1	楓	U+6953
1029	构	U+6784
1029_1	構	U+69CB
1029_1_1	搆	U+6406
1030	杭	U+676D
1031	杰	U+6770
1031_0_1	傑	U+5091
1032	述	U+8FF0
1033	枕	U+6795
1034	丧	U+4E27
1034_1	喪	U+55AA
1035	或	U+6216
1036	画	U+753B
1036_1	畫	U+756B
1037	卧	U+5367
1038	事	U+4E8B
1039	刺	U+523A
1040	枣	U+67A3
1040_1	棗	U+68D7
1041	雨	U+96E8
1042	卖	U+5356
1042_1	賣	U+8CE3
1043	郁	U+90C1
1043_0	郁	U+90C1
1043_1	鬱	U+9B31
1043_1_1	欝	U+6B1D
1043_1_2	鬰	U+9B30
1044	矾	U+77FE
1044_1	礬	U+792C
1045	矿	U+77FF
1045_1	礦	U+7926
1045_1_1	鑛	U+945B
1046	码	U+7801
1046_1	碼	U+78BC
1047	厕	U+5395
1047_1	厠	U+53A0
1047_1_1	廁	U+5EC1
1048	奈	U+5948
1049	奔	U+5954
1049_0_1	奔	U+FA7F
1049_0_2	逩	U+9029
1049_0_3	犇	U+7287
1050	奇	U+5947
1051	奋	U+594B
1051_1	奮	U+596E
1052	态	U+6001
1052_1	態	U+614B
1053	欧	U+6B27
1053_1	歐	U+6B50
1054	殴	U+6BB4
1054_1	毆	U+6BC6
1055	垄	U+5784
1055_1	壟	U+58DF
1056	妻	U+59BB
1057	轰	U+8F70
1057_1	轟	U+8F5F
1058	顷	U+9877
1058_1	頃	U+9803
1059	转	U+8F6C
1059_1	轉	U+8F49
1060	斩	U+65A9
1060_1	斬	U+65AC
1061	轮	U+8F6E
1061_1	輪	U+8F2A
1062	软	U+8F6F
1062_1	軟	U+8EDF
1062_1_1	輭	U+8F2D
1063	到	U+5230
1064	非	U+975E
1065	叔	U+53D4
1066	歧	U+6B67
1067	肯	U+80AF
1067_0_1	肎	U+808E
1068	齿	U+9F7F
1068_1	齒	U+9F52
1069	些	U+4E9B
1070	卓	U+5353
1071	虎	U+864E
1072	虏	U+864F
1072_1	虜	U+865C
1072_1_1	虜	U+F936
1073	肾	U+80BE
1073_1	腎	U+814E
1074	贤	U+8D24
1074_1	賢	U+8CE2
1075	尚	U+5C1A
1076	旺	U+65FA
1077	具	U+5177
1078	味	U+5473
1079	果	U+679C
1079_0_1	菓	U+83D3
1080	昆	U+6606
1080_0_1	崐	U+5D10
1080_0_2	崑	U+5D11
1081	国	U+56FD
1081_1	國	U+570B
1082	哎	U+54CE
1083	咕	U+5495
1084	昌	U+660C
1085	呵	U+5475
1086	畅	U+7545
1086_1	暢	U+66A2
1087	明	U+660E
1088	易	U+6613
1089	咙	U+5499
1089_1	嚨	U+56A8
1090	昂	U+6602
1091	迪	U+8FEA
1092	典	U+5178
1093	固	U+56FA
1094	忠	U+5FE0
1095	呻	U+547B
1096	咒	U+5492
1096_0_1	呪	U+546A
1097	咋	U+548B
1098	咐	U+5490
1099	呼	U+547C
1099_0_1	虖	U+8656
1099_0_2	嘑	U+5611
1099_0_3	謼	U+8B3C
1100	鸣	U+9E23
1100_1	鳴	U+9CF4
1101	咏	U+548F
1101_0_1	詠	U+8A60
1102	呢	U+5462
1103	咄	U+5484
1104	咖	U+5496
1105	岸	U+5CB8
1105_0_1	㟁	U+37C1
1106	岩	U+5CA9
1106_0_1	嵒	U+5D52
1106_0_2	巗	U+5DD7
1106_0_3	巖	U+5DD6
1107	帖	U+5E16
1108	罗	U+7F57
1108_1	羅	U+7F85
1109	帜	U+5E1C
1109_1	幟	U+5E5F
1110	帕	U+5E15
1111	岭	U+5CAD
1111_1	嶺	U+5DBA
1112	凯	U+51EF
1112_1	凱	U+51F1
1113	败	U+8D25
1113_1	敗	U+6557
1114	账	U+8D26
1114_1	賬	U+8CEC
1115	贩	U+8D29
1115_1	販	U+8CA9
1116	贬	U+8D2C
1116_1	貶	U+8CB6
1117	购	U+8D2D
1117_1	購	U+8CFC
1118	贮	U+8D2E
1118_1	貯	U+8CAF
1119	图	U+56FE
1119_1	圖	U+5716
1120	钓	U+9493
1120_1	釣	U+91E3
1121	制	U+5236
1121_0	制	U+5236
1121_1	製	U+88FD
1122	知	U+77E5
1123	迭	U+8FED
1124	氛	U+6C1B
1124_0_1	雰	U+96F0
1125	垂	U+5782
1126	牧	U+7267
1127	物	U+7269
1128	乖	U+4E56
1129	刮	U+522E
1129_0	刮	U+522E
1129_1	颳	U+98B3
1130	秆	U+79C6
1130_0_1	稈	U+7A08
1131	和	U+548C
1131_0_1	咊	U+548A
1131_0_2	龢	U+9FA2
1132	季	U+5B63
1133	委	U+59D4
1134	秉	U+79C9
1135	佳	U+4F73
1136	侍	U+4F8D
1137	岳	U+5CB3
1137_0_1	嶽	U+5DBD
1138	供	U+4F9B
1139	使	U+4F7F
1140	例	U+4F8B
1141	侠	U+4FA0
1141_1	俠	U+4FE0
1142	侥	U+4FA5
1142_1	僥	U+50E5
1142_1_1	儌	U+510C
1143	版	U+7248
1144	侄	U+4F84
1144_0_1	妷	U+59B7
1144_0_2	姪	U+59EA
1145	侦	U+4FA6
1145_1	偵	U+5075
1145_1_1	遉	U+9049
1146	侣	U+4FA3
1147	侧	U+4FA7
1147_1	側	U+5074
1148	凭	U+51ED
1148_1	憑	U+6191
1148_1_1	凴	U+51F4
1149	侨	U+4FA8
1149_1	僑	U+50D1
1150	佩	U+4F69
1151	货	U+8D27
1151_1	貨	U+8CA8
1152	侈	U+4F88
1153	依	U+4F9D
1154	卑	U+5351
1155	的	U+7684
1156	迫	U+8FEB
1156_0_1	廹	U+5EF9
1157	质	U+8D28
1157_1	質	U+8CEA
1158	欣	U+6B23
1158_0_1	訢	U+8A22
1159	征	U+5F81
1159_0	征	U+5F81
1159_1	徵	U+5FB5
1160	往	U+5F80
1160_0_1	徃	U+5F83
1161	爬	U+722C
1162	彼	U+5F7C
1163	径	U+5F84
1163_1	徑	U+5F91
1163_1_1	逕	U+9015
1164	所	U+6240
1165	舍	U+820D
1165_0	舍	U+820D
1165_1	捨	U+6368
1166	金	U+91D1
1167	刹	U+5239
1168	命	U+547D
1168_0_1	𠇮	U+201EE
1169	肴	U+80B4
1169_0_1	餚	U+991A
1170	斧	U+65A7
1171	爸	U+7238
1172	采	U+91C7
1172_0_1	採	U+63A1
1172_0_2	寀	U+5BC0
1173	觅	U+89C5
1173_1	覓	U+8993
1173_1_1	覔	U+8994
1174	受	U+53D7
1175	乳	U+4E73
1176	贪	U+8D2A
1176_1	貪	U+8CAA
1177	念	U+5FF5
1177_0_1	唸	U+5538
1178	贫	U+8D2B
1178_1	貧	U+8CA7
1179	忿	U+5FFF
1180	肤	U+80A4
1180_1	膚	U+819A
1181	肺	U+80BA
1182	肢	U+80A2
1183	肿	U+80BF
1183_1	腫	U+816B
1184	胀	U+80C0
1184_1	脹	U+8139
1185	朋	U+670B
1186	股	U+80A1
1187	肮	U+80AE
1187_1	骯	U+9AAF
1188	肪	U+80AA
1189	肥	U+80A5
1190	服	U+670D
1191	胁	U+80C1
1191_1	脅	U+8105
1191_1_1	脇	U+8107
1192	周	U+5468
1192_0_1	週	U+9031
1193	昏	U+660F
1193_0_1	昬	U+662C
1194	鱼	U+9C7C
1194_1	魚	U+9B5A
1195	兔	U+5154
1195_0_1	兎	U+514E
1195_0_2	兔	U+2F80F
1196	狐	U+72D0
1197	忽	U+5FFD
1198	狗	U+72D7
1199	狞	U+72DE
1199_1	獰	U+7370
1200	备	U+5907
1200_1	備	U+5099
1200_1_1	俻	U+4FFB
1201	饰	U+9970
1201_1	飾	U+98FE
1202	饱	U+9971
1202_1	飽	U+98FD
1203	饲	U+9972
1203_1	飼	U+98FC
1203_1_1	飤	U+98E4
1204	变	U+53D8
1204_1	變	U+8B8A
1205	京	U+4EAC
1206	享	U+4EAB
1206_0_1	亯	U+4EAF
1207	庞	U+5E9E
1207_1	龐	U+9F90
1208	店	U+5E97
1209	夜	U+591C
1209_0_1	亱	U+4EB1
1210	庙	U+5E99
1210_1	廟	U+5EDF
1211	府	U+5E9C
1212	底	U+5E95
1213	疟	U+759F
1213_1	瘧	U+7627
1214	疙	U+7599
1215	疚	U+759A
1216	剂	U+5242
1216_1	劑	U+5291
1217	卒	U+5352
1217_0_1	䘚	U+461A
1218	郊	U+90CA
1219	庚	U+5E9A
1220	废	U+5E9F
1220_1	廢	U+5EE2
1220_1_1	癈	U+7648
1221	净	U+51C0
1221_0_1	淨	U+6DE8
1222	盲	U+76F2
1223	放	U+653E
1224	刻	U+523B
1225	育	U+80B2
1226	氓	U+6C13
1227	闸	U+95F8
1227_1	閘	U+9598
1227_1_1	牐	U+7250
1228	闹	U+95F9
1228_1	鬧	U+9B27
1228_1_1	閙	U+9599
1229	郑	U+90D1
1229_1	鄭	U+912D
1230	券	U+5238
1230_0_1	劵	U+52B5
1231	卷	U+5377
1231_0	卷	U+5377
1231_1	捲	U+6372
1232	单	U+5355
1232_1	單	U+55AE
1233	炬	U+70AC
1234	炒	U+7092
1235	炊	U+708A
1236	炕	U+7095
1236_0_1	匟	U+531F
1237	炎	U+708E
1238	炉	U+7089
1238_1	爐	U+7210
1238_1_1	鑪	U+946A
1239	沫	U+6CAB
1240	浅	U+6D45
1240_1	淺	U+6DFA
1241	法	U+6CD5
1241_0_1	㳒	U+3CD2
1241_0_2	灋	U+704B
1242	泄	U+6CC4
1242_0_1	洩	U+6D29
1243	沽	U+6CBD
1244	河	U+6CB3
1245	沾	U+6CBE
1245_0_1	霑	U+9711
1246	泪	U+6CEA
1246_0_1	淚	U+6DDA
1247	沮	U+6CAE
1248	油	U+6CB9
1249	泊	U+6CCA
1250	沿	U+6CBF
1251	泡	U+6CE1
1252	注	U+6CE8
1252_0_1	註	U+8A3B
1253	泣	U+6CE3
1254	泞	U+6CDE
1254_1	濘	U+6FD8
1255	泻	U+6CFB
1255_1	瀉	U+7009
1256	泌	U+6CCC
1257	泳	U+6CF3
1258	泥	U+6CE5
1259	沸	U+6CB8
1260	沼	U+6CBC
1261	波	U+6CE2
1262	泼	U+6CFC
1262_1	潑	U+6F51
1263	泽	U+6CFD
1263_1	澤	U+6FA4
1264	治	U+6CBB
1265	怔	U+6014
1266	怯	U+602F
1267	怖	U+6016
1268	性	U+6027
1269	怕	U+6015
1270	怜	U+601C
1270_1	憐	U+6190
1271	怪	U+602A
1271_0_1	恠	U+6060
1272	怡	U+6021
1273	学	U+5B66
1273_1	學	U+5B78
1274	宝	U+5B9D
1274_1	寶	U+5BF6
1274_1_1	寳	U+5BF3
1275	宗	U+5B97
1276	定	U+5B9A
1277	宠	U+5BA0
1277_1	寵	U+5BF5
1278	宜	U+5B9C
1279	审	U+5BA1
1279_1	審	U+5BE9
1280	宙	U+5B99
1281	官	U+5B98
1282	空	U+7A7A
1283	帘	U+5E18
1283_0	帘	U+5E18
1283_1	簾	U+7C3E
1284	宛	U+5B9B
1285	实	U+5B9E
1285_1	實	U+5BE6
1285_1_1	寔	U+5BD4
1286	试	U+8BD5
1286_1	試	U+8A66
1287	郎	U+90CE
1288	诗	U+8BD7
1288_1	詩	U+8A69
1289	肩	U+80A9
1290	房	U+623F
1291	诚	U+8BDA
