
# 常用标准汉喃字表（2024年版）表1
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表1共3975字（分为6级，即1、2、3、4、5、T，分别有244、342、464、478、490、1957字）
#
# 𡨸漢喃	音讀	Level	譬喻	𥱬註
# Chữ Hán Nôm	Âm đọc	Level	Thí dụ	Ghi chú

𡨸漢喃	音讀	level	譬喻	𥱬註
豪	HÀO	3	富豪 phú hào · 豪傑 hào kiệt ·豪放 hào phóng · 自豪 tự hào ·豪晄 hào nhoáng	[翻] U+8C6A
餚	HÀO	T	山餚海味 sơn hào hải vị	U+991A
壕	HÀO	T	戰壕 chiến hào · 𡌢壕 hầm hào · 壕壘 hào luỹ	U+58D5
吸	HẤP	5	吸引 hấp dẫn · 呼吸 hô hấp	U+5438
喝	hát	4	歌喝 ca hát · 喝唱 hát xướng ·排喝 bài hát · 𠰺喝 dạy hát	[翻] U+559D
籺	hạt	3	地籺 địa hạt · 籺仁 hạt nhân	U+7C7A
籺	hột	3	𠁻籺𧕚 chuỗi hột trai	⇔ 籺 hạt
轄	HẠT	T	地轄 địa hạt · 轄下 hạt hạ	U+8F44
侯	HẦU	2	諸侯 chư hầu · 爵侯 tước hầu	[翻] U+4FAF
侯	hầu	2	侯歇 hầu hết · 侯如 hầu như	[翻]
候	HẦU	5	候下 hầu hạ · 候𡛔 hầu gái · 候座 hầu toà · 候包 hầu bao	U+5019
候	HẬU	5	氣候 khí hậu	
喉	HẦU	T	咽喉 yết hầu	U+5589
后	HẬU	4	皇后 hoàng hậu · 母后 mẫu hậu	U+540E
厚	HẬU	5	忠厚 trung hậu · 深厚 thâm hậu · 仁厚 nhân hậu	U+539A
後	HẬU	3	後裔 hậu duệ · 後方 hậu phương · 後世 hậu thế · 後事 hậu sự	U+5F8C
𡁱	he	T	𢣇𡁱 hăm he	U+21071
𢬾	hé	T	𢬾𢬾 he hé [𠸨]	U+22B3E
𢬾	he	T	𢬾𢬾 he hé [𠸨]	⇔ 𢬾 hé
𡏘	hè	T	𡏘茹 hè nhà · 㙔𡏘 vỉa hè · 軒 𡏘 hiên hè	U+213D8
嗄	hè	T	𠫾嗄 đi hè · 會嗄 hội hè · 僶𡮈易傷過嗄 thằng nhỏ dễ thương quá hè	[翻] U+55C4
𢭁	hề	T	𢭁之 hề gì · 拯𢭁 chẳng hề · 𣗓 𢭁 chưa hề	U+22B41
奚	hề	T	僶奚 thằng hề · 奚童 hề đồng · 𦠘奚 vai hề	U+595A
盻	hễ	T	盻吶𱺵𫜵 hễ nói là làm	U+76FB
系	HỆ	3	系統 hệ thống · 直系 trực hệ ·母系 mẫu hệ	U+7CFB
係	HỆ	4	干係 can hệ · 關係 quan hệ ·係重 hệ trọng	U+4FC2
係	hầy	4	𠍣係 bầy hầy [𠸨]	
繫	HỆ	T	聯繫 liên hệ · 繫詞 hệ từ	U+7E6B
𢤞	hèn	4	𪽳𢤞 yếu hèn	[異] 𫣴 U+2291E
囂	heo	T	囂唿 heo hút · 囂𠶣 heo may	[翻] U+56C2
𪞭	hẻo	5	𪞭𨀌 hẻo lánh	U+2A7AD
狹	hẹp	3	塘狹 đường hẹp · 腰狹 eo hẹp	[翻] U+72F9
𠿒	hét	T	囉𠿒 la hét · 㗅𠿒 hò hét	U+20FD2
歇	hết	2	歇錢 hết tiền · 𠓀歇 trước hết ·侯歇 hầu hết · 歇𢚸 hết lòng	U+6B47
頡	hệt	5	依頡 y hệt	[翻] U+9821
希	HI	1	希望 hi vọng · 希臘 Hi Lạp	[翻] U+5E0C
稀	HI	T	稀有 hi hữu	U+7A00
犧	HI	2	犧牲 hi sinh	U+72A7
喜	HỈ	4	恭喜 cung hỉ · 雙喜 song hỉ ·歡喜 hoan hỉ	U+559C
咥	hí	T	吁咥 hú hí · 𠊛叫馭咥 người kêu ngựa hí	U+54A5
𠻑	hì	5	𠻑𡄆 hì hục [聲] · 𠻑會 hì hụi [聲]	U+20ED1
險	HIỂM	3	危險 nguy hiểm · 保險 bảo hiểm · 探險 thám hiểm · 脫險 thoát hiểm · 險惡 hiểm ác	U+96AA
險	hiếm	3	險固 hiếm có · 險脄 hiếm hoi	
顯（顕）	HIỂN	5	顯示 hiển thị · 明顯 minh hiển · 顯然 hiển nhiên · 顯明 hiển minh · 顯現 hiển hiện	U+986F (U+9855)
顯（顕）	hển	5	混顯 hổn hển	
獻（献）	HIẾN	5	貢獻 cống hiến · 文獻 văn hiến · 獻計 hiến kế · 獻身 hiến thân	U+737B (U+732E)
賢	HIỀN	4	賢厚 hiền hậu · 賢令 hiền lành · 賢和 hiền hoà · 媄賢 mẹ hiền	U+8CE2
現	HIỆN	1	現𫢩 hiện nay · 現代 hiện đại ·現行 hiện hành · 現場 hiện trường	U+73FE
脅	HIẾP	T	威脅 uy hiếp · 脅淫 hiếp dâm ·咹脅 ăn hiếp · 啗脅 hãm hiếp ·抑脅 ức hiếp	U+8105
合	HIỆP	1	聯合 liên hiệp · 勝𪥘󠄁𠄼合 thắng cả năm hiệp	U+5408
合	HỢP	1	符合 phù hợp	[翻]
合	HẠP	1		⇔ 合 hợp
合	họp	1	局合 cuộc họp · 合𢄂 họp chợ ·合會操 họp hội thao	
協	HIỆP	3	協助 hiệp trợ · 協會 hiệp hội ·協定 hiệp định · 協商 hiệp thương	U+5354
俠	HIỆP	5	豪俠 hào hiệp · 俠客 hiệp khách · 劍俠 kiếm hiệp · 大俠 đại hiệp · 義俠 nghĩa hiệp	U+4FE0
曉	HIỂU	2	曉別 hiểu biết · 通曉 thông hiểu · 透曉 thấu hiểu	U+66C9
孝	HIẾU	T	孝順 hiếu thuận · 孝傠 hiếu thảo · 不孝 bất hiếu	U+5B5D
效	HIỆU	3	功效 công hiệu · 效果 hiệu quả · 有效 hữu hiệu · 效驗 hiệu nghiệm	U+6548
擤	hỉnh	T	擤𪖫 hỉnh mũi · 憾擤 hóm hỉnh [𠸨]	U+64E4
刑	HÌNH	4	刑法 hình pháp · 極刑 cực hình · 行刑 hành hình	U+5211
形	HÌNH	1	地形 địa hình · 情形 tình hình · 形𠍵 hình dáng · 形體 hình thể	[翻] U+5F62
𠲮	hĩnh	T	唅𠲮 hợm hĩnh [𠸨]	U+20CAE
𠯖	ho	T	𠯖𠻃 ho hen · 𠯖癆 ho lao · 咍 𠯖 hay ho	U+20BD6
㗅	hò	T	喝㗅 hát hò · 𭉑㗅 hẹn hò [𠸨]	U+35C5
𣱆	họ	T	𠸜𣱆 tên họ · 𣳔𣱆 dòng họ · 𣱆行 họ hàng	[異] 戶 U+23C46
呼	HÔ	T	呼吸 hô hấp · 稱呼 xưng hô ·歡呼 hoan hô · 呼號 hô hào ·呼𡘯 hô lớn · 呼喚 hô hoán	U+547C
呼	hô	T	呼𪘵 hô răng	
瑚	HÔ	T	珊瑚 san hô	U+745A
虎	HỔ	T	猛虎 mãnh hổ · 熊虎 hùng hổ	U+864E
琥	HỔ	T	琥珀 hổ phách	U+7425
䗂	hổ	T	𧋻䗂 rắn hổ · 䗂焒 hổ lửa	U+45C2
唬	hố	T	呼唬 hô hố [聲] · 𫻎唬 ham hố [𠸨]	U+552C
㙤	hố	T	𡌢㙤 hầm hố · 㙤黰 hố đen	U+3664
乎	HỒ	T	幾乎 cơ hồ · 況乎 huống hồ	[翻] U+4E4E
狐	HỒ	T	狐狸 hồ li · 狐疑 hồ nghi	U+72D0
胡	HỒ	2	胡桃 hồ đào · 𣱆胡 họ Hồ	U+80E1
葫	HỒ	T	葫蘆 hồ lô	U+846B
湖	HỒ	5	坳湖 ao hồ · 江湖 giang hồ · 湖還劍 Hồ Hoàn Kiếm	U+6E56
蝴	HỒ	T	蝴蝶 hồ điệp	U+8774
糊	HỒ	2	糊裙襖 hồ quần áo · 糊塗 hồ đồ · 𥺊糊 cháo hồ · 糊疏 hồ sơ	U+7CCA
互	HỖ	5	互助 hỗ trợ · 相互 tương hỗ	U+4E92
戶	HỘ	4	戶籍 hộ tịch · 戶口 hộ khẩu	U+6236
護	HỘ	3	保護 bảo hộ · 護送 hộ tống ·辯護 biện hộ · 護照 hộ chiếu ·護堤 hộ đê · 擁護 ủng hộ	U+8B77
汻	hở	T	汻𡎟 hở hang · 渚汻𠰘 chớ hở miệng · 腜汻𪘵冷 môi hở răng lạnh	U+6C7B
𠼯	hở	4	㵋𧗱𠼯？ mới về hở? · 哰獓丕𠼯僶其？ sao ngáo vậy hở thằng kia?	U+20F2F
𢠇	hở	4	𢠦𢠇 hớn hở [𠸨]	U+22807
噓	hờ	T	噓𠾿 hờ hững · 𨷯𢬱噓 cửa khép hờ	U+5653
花	HOA	3	花蓮 hoa sen · 花魁 hoa khôi ·花旗 Hoa Kì · 花𢬣 hoa tay · 花 𠺌 hoa hoè [𠸨] · 花𠲣 hoa hoét [𠸨]	U+82B1
花	pha	3	豆花 đậu pha [摱]	
花	huê	3		⇔ 花 hoa
華	HOA	2	繁華 phồn hoa · 才華 tài hoa ·精華 tinh hoa · 奢華 xa hoa	U+83EF
火	HOẢ	3	火爐 hoả lò · 火速 hoả tốc · 防火 phòng hoả · 火藥 hoả dược · 火患 hoả hoạn	U+706B
化	HOÁ	1	變化 biến hoá · 感化 cảm hoá ·化粧 hoá trang · 文化 văn hoá · 消化 tiêu hoá · 他化 tha hoá	U+5316
化	huế	1	城庯化 thành phố Huế	
貨	HOÁ	3	百貨 bách hoá · 行貨 hàng hoá	U+8CA8
和	HOÀ	1	共和 cộng hoà · 和平 hoà bình · 不和 bất hoà · 和合 hoà hợp · 賢和 hiền hoà	U+548C
和	HOẠ	1	唱和 xướng hoạ · 附和 phụ hoạ · 和蹺 hoạ theo	
和	hoạ	1	和唍 hoạ hoằn	
禍	HOẠ	3	嫁禍 giá hoạ · 慘禍 thảm hoạ ·災禍 tai hoạ · 禍福 hoạ phúc	U+798D
禍	vạ	3	咹禍 ăn vạ · 災𢒎禍𩙍 tai bay vạ gió	
畫（𪽗）	HOẠ	2	幅畫 bức hoạ · 圖畫 đồ hoạ ·繪畫 hội hoạ · 畫士 hoạ sĩ	U+756B (U+2AF57)
或	HOẶC	T	或𱺵 hoặc là · 或者 hoặc giả ·或𡗉或𠃣 hoặc nhiều hoặc ít	U+6216
惑	HOẶC	T	疑惑 nghi hoặc · 迷惑 mê hoặc · 眩惑 huyễn hoặc	U+60D1
劃	HOẠCH	T	計劃 kế hoạch · 規劃 quy hoạch · 劃定 hoạch định · 籌劃 trù hoạch	U+5283
劃	gạch	T	劃𠬠塘 gạch một đường	
穫	HOẠCH	T	收穫 thu hoạch	U+7A6B
懷	HOÀI	T	懷抱 hoài bão · 哀懷 ai hoài ·懷念 hoài niệm · 懷疑 hoài nghi	U+61F7
懷	hoài	T	懷𧵑 hoài của · 費懷 phí hoài ·懷懷 hoài hoài [𠸨]	
壞	HOẠI	4	敗壞 bại hoại · 毀壞 huỷ hoại ·破壞 phá hoại	U+58DE
揋	hoay	5	摞揋 loay hoay [𠸨]	U+63CB
歡	HOAN	3	歡迎 hoan nghênh · 欣歡 hân hoan · 追歡 truy hoan · 歡喜 hoan hỉ	U+6B61
丸	HOÀN	T	精丸 tinh hoàn · 膏單丸散 cao đơn hoàn tán	U+4E38
完	HOÀN	2	完好 hoàn hảo · 完畢 hoàn tất · 完全 hoàn toàn · 完善 hoàn thiện	U+5B8C
還	HOÀN	5	還㨋 hoàn trả · 還良 hoàn lương · 還魂 hoàn hồn	U+9084
環	HOÀN	5	環境 hoàn cảnh · 環球 hoàn cầu · 金環 kim hoàn	U+74B0
鬟	HOÀN	T	丫鬟 a hoàn	U+9B1F
緩	HOÃN	T	和緩 hoà hoãn · 遲緩 trì hoãn ·緩兵 hoãn binh	U+7DE9
患	HOẠN	4	患難 hoạn nạn	U+60A3
荒	HOANG	3	荒𤵺 hoang dại · 荒廢 hoang phế · 荒蕪 hoang vu · 荒野 hoang dã · 𡥵荒 con hoang ·媎荒 chửa hoang	U+8352
慌	HOANG	4	慌忙 hoang mang	U+614C
慌	HOẢNG	4	恐慌 khủng hoảng · 慌𢜝 hoảng sợ	
恍	HOẢNG	5	恍惚 hoảng hốt	U+604D
皇	HOÀNG	2	皇家 hoàng gia · 皇宮 hoàng cung · 皇后 hoàng hậu · 皇上 hoàng thượng · 皇族 hoàng tộc	U+7687
凰	HOÀNG	T	鳳凰 phượng hoàng	U+51F0
隍	HOÀNG	T	城隍 thành hoàng	U+968D
黃	HOÀNG	3	黃昏 hoàng hôn · 黃連 hoàng liên · 𣱆黃 họ Hoàng · 硫黃 lưu hoàng	U+9EC3
黃	HUỲNH	3	硫黃 lưu huỳnh	"格讀𧵑「黃 hoàng」爲𠼤諱時𠸗。 Cách đọc của ""黃 hoàng"" vì kiêng huý thời xưa."
徨	HOÀNG	T	彷徨 bàng hoàng	U+5FA8
煌	HOÀNG	T	輝煌 huy hoàng	U+714C
潢	HOÀNG	T	裝潢 trang hoàng	U+6F62
宏	HOÀNH	4	宏壯 hoành tráng	U+5B8F
橫	HOÀNH	T	橫行 hoành hành · 橫批 hoành phi · 橫度 hoành độ ·軸橫 trục hoành	U+6A6B
橫	hoạnh	T	橫𠽡 hoạnh hoẹ [𠸨]	
活	HOẠT	1	生活 sinh hoạt · 復活 phục hoạt · 活潑 hoạt bát	U+6D3B
滑	HOẠT	5	滑稽 hoạt kê · 滑頭 hoạt đầu	U+6ED1
學（斈）	HỌC	1	場學 trường học · 學習 học tập	[翻] U+5B78 (U+6588)
𠺌	hoè	3	花𠺌 hoa hoè [𠸨]	U+20E8C
𠺌	khỏi	3	𠬉𠺌 tránh khỏi · 𠺌病 khỏi bệnh · 𨖨𠺌 rời khỏi	[異] 塊
𠳨	hỏi	T	句𠳨 câu hỏi · 𡠣𠳨 cưới hỏi ·學𠳨 học hỏi · 𠳨𪡗 hỏi han ·餅𠳨 bánh hỏi	U+20CE8
𤞑	hòi	5	狹𤞑 hẹp hòi	U+24791
洃	hôi	T	苿洃 mùi hôi · 蒲洃 mồ hôi ·打洃 đánh hôi	U+6D03
𤍃	hổi	5	𤎏𤍃 nóng hổi	U+24343
𤍃	hôi	5	𤍃𤍃 hôi hổi [𠸨]	⇔ 𤍃 hổi
悔	HỐI	4	悔恨 hối hận · 懺悔 sám hối ·悔纇 hối lỗi · 悔改 hối cải	U+6094
匯	HỐI	T	匯兌 hối đoái	U+532F
誨	HỐI	T	誨促 hối thúc · 誨嘑 hối hả	U+8AA8
回	HỒI	2	回答 hồi đáp · 回憶 hồi ức · 回 𠓀 hồi trước · 回醒 hồi tỉnh ·回教 Hồi giáo · 大回 Đại Hồi	[翻] U+56DE
茴	HỒI	T	茴香 hồi hương · 大茴 đại hồi ·油茴 dầu hồi	U+8334
迴	HỒI	3	輪迴 luân hồi	U+8FF4
徊	HỒI	T	徘徊 bồi hồi · 徊𪡄 hồi hộp ·徊𤿰 hồi trống	U+5F8A
會（会）	HỘI	1	禮會 lễ hội · 機會 cơ hội	U+6703 (U+4F1A)
會（会）	hụi	1	會伴佊 hụi bạn bè	
薈（荟）	HỘI	T	蘆薈 lô hội	U+8588 (U+835F)
繪（絵）	HỘI	4	繪畫 hội hoạ	U+7E6A (U+7D75)
唏	hơi	3	呵唏 hà hơi · 打唏 đánh hơi ·歇唏 hết hơi	U+550F
憘	hởi	5	胡憘 hồ hởi	[翻] U+6198
𢝷	hời	5	𢝷愒 hời hợt	U+22777
憾	hóm	T	憾擤 hóm hỉnh [𠸨] · 舅𡮣憾𡗋 cậu bé hóm lắm	U+61BE
𣋚	hôm	3	𣋚𫢩 hôm nay · 𣊿𣋚 chiều hôm · 𣋚過 hôm qua	[翻] U+232DA
唅	hợm	T	唅𠲮 hợm hĩnh [𠸨]	U+5505
唅	ngậm	T	唅𠿯 ngậm ngùi · 唅秱 ngậm đòng	
𠉣	hon	T	子𠉣 tí hon	U+20263
焝	hon	T	𤉗焝 héo hon	[翻] U+711D
𡉕	hòn	T	𡉕𡐙 hòn đất · 𡉕島 hòn đảo	U+21255
昏	HÔN	T	昏君 hôn quân · 昏迷 hôn mê ·黃昏 hoàng hôn	U+660F
㖧	hôn	5	㖧𭊪 hôn hít	U+35A7
婚	HÔN	4	結婚 kết hôn · 婚事 hôn sự · 婚夫 hôn phu · 婚姻 hôn nhân	U+5A5A
渾	HỒN	5	渾厚 hồn hậu · 渾然 hồn nhiên	U+6E3E
混	HỖN	T	混亂 hỗn loạn · 混沌 hỗn độn ·混合 hỗn hợp · 混血 hỗn huyết · 混雜 hỗn tạp · 混戰 hỗn chiến	U+6DF7
混	hổn	T	混顯 hổn hển	
溷	HỖN	T	溷咾 hỗn láo · 溷啅 hỗn xược	U+6EB7
𢠦	hớn	5	𢠦𢠇 hớn hở [𠸨]	U+22826
𢠦	hơn	5	𢠦𢠦 hơn hớn [𠸨]	⇔ 𢠦 hớn
㘋	hờn	T	㤌㘋 căm hờn · 𢚷㘋 giận hờn	U+360B
閧	hỏng	T	墟閧 hư hỏng · 閧𫘲 hỏng hóc	U+95A7
𦙥	họng	5	炎𦙥 viêm họng	U+26665
𠸣	hổng	5	𡓇𠸣 lỗ hổng	U+20E23
紅	HỒNG	4	𦭷紅 màu hồng · 帖紅 thiếp hồng · 紅葉 hồng diệp · 瀧紅 sông Hồng · 花紅 hoa hồng ·紅塵 hồng trần	U+7D05
紅	hường	4		⇔ 紅 hồng
鴻	HỒNG	T	𪀄鴻 chim hồng · 鴻毛 hồng mao · 鴻福 hồng phúc · 鴻鵠 hồng hộc · 鴻龐 Hồng Bàng	[翻] U+9D3B
𧩓	hót	T	𪀄𧩓 chim hót · 佞𧩓 nịnh hót	U+27A53
忽	HỐT	T	忽然 hốt nhiên	[翻] U+5FFD
惚	HỐT	5	恍惚 hoảng hốt · 惚恍 hốt hoảng	U+60DA
㓭	hớt	T	㓭𣱾 hớt lẻo	U+34ED
愒	hợt	5	𢝷愒 hời hợt	[翻] U+6112
愒	hờn	5	愒愒 hờn hợt [𠸨]	⇔ 愒 hợt
冔	hu	T	哭冔冔 khóc hu hu [聲]	U+5194
朽	HỦ	T	不朽 bất hủ	U+673D
旴	hù	T	旴唑 hù doạ · 𣋁旴 tối hù	U+65F4
虛	HƯ	4	虛無 hư vô · 虛榮 hư vinh · 虛構 hư cấu	U+865B
墟	hư	5	墟閧 hư hỏng · 𫜵墟 làm hư	U+589F
許	HỨA	T	許婚 hứa hôn · 𠳒許 lời hứa ·許𭉑 hứa hẹn · 許𠲡 hứa hão	U+8A31
勳	HUÂN	4	勳章 huân chương · 勳爵 huân tước	U+52F3
訓	HUẤN	4	整訓 chỉnh huấn · 家訓 gia huấn · 訓練 huấn luyện · 教訓 giáo huấn · 特訓 đặc huấn	U+8A13
洫	hức	5	好洫 háo hức	[翻] U+6D2B
𤍋	hực	T	爁𤍋 hậm hực · 𬋙𤍋 hừng hực	U+2434B
惠	HUỆ	3	恩惠 ân huệ	U+60E0
揮	HUY	2	揮動 huy động · 指揮 chỉ huy	U+63EE
輝	HUY	T	輝煌 huy hoàng	U+8F1D
徽	HUY	T	國徽 quốc huy · 徽章 huy chương	U+5FBD
毀	HUỶ	2	毀𠬃 huỷ bỏ · 毀滅 huỷ diệt ·燒毀 thiêu huỷ · 毀謗 huỷ báng	U+6BC0
玄	HUYỀN	3	玄機 huyền cơ · 玄秘 huyền bí · 玄妙 huyền diệu · 黰玄 đen huyền · 𩯀玄 tóc huyền · 𨁪玄 dấu huyền	U+7384
縣	HUYỆN	3	縣蒞 huyện lị · 郡縣 quận huyện	U+7E23
血	HUYẾT	3	血壓 huyết áp · 出血 xuất huyết · 熱血 nhiệt huyết · 心血 tâm huyết	U+8840
血	tiết	3	血羹 tiết canh · 割血 cắt tiết	
兄	HUYNH	T	兄弟 huynh đệ · 師兄 sư huynh · 父兄 phụ huynh	U+5144
螢（萤）	HUỲNH	T	螢光 huỳnh quang · 螢鬩 huỳnh huỵch [聲]	U+87A2 (U+8424)
熏	hun	T	熏𤒘 hun đúc · 熏𤌋 hun khói	[翻] U+718F
滾	hủn	5	澊滾 tun hủn [𠸨]	U+6EFE
滾	ngổn	5	滾卬 ngổn ngang	
滾	ngôn	5	滾滾 ngôn ngổn [𠸨]	⇔ 滾 ngổn
凶	HUNG	T	吉凶 cát hung · 凶兆 hung triệu	U+51F6
兇	HUNG	T	兇殘 hung tàn · 兇徒 hung đồ ·兇手 hung thủ · 行兇 hành hung	U+5147
雄	HÙNG	2	英雄 anh hùng · 稱雄 xưng hùng · 雄辯 hùng biện · 雄偉 hùng vĩ	[翻] U+96C4
熊	HÙNG	T	熊虎 hùng hổ · 熊𡄆 hùng hục	U+718A
興	HƯNG	2	中興 trung hưng · 復興 phục hưng · 興奮 hưng phấn · 興亡 hưng vong	[翻] U+8208
興	HỨNG	2	高興 cao hứng · 興趣 hứng thú · 雅興 nhã hứng	[翻]
𬋙	hửng	T	烝𬋙 chưng hửng [𠸨]	U+2C2D9
𬋙	hừng	T	𬋙東 hừng đông · 𬋙𤍋 hừng hực	
𬋙	hưng	T	𬋙𬋙 hưng hửng [𠸨]	⇔ 𬋙 hửng
𢤽	hứng	5	縱𢤽 tung hứng	U+2293D
𠾿	hững	T	噓𠾿 hờ hững	U+20FBF
況	HUỐNG	5	況乎 huống hồ · 情況 tình huống	U+6CC1
香	HƯƠNG	4	菍香 nấm hương · 香案 hương án · 藿香 hoắc hương · 香𦹳 hương thơm · 丁香 đinh hương	U+9999
香	húng	4	香料 húng-lìu [摱]	
鄉	HƯƠNG	4	圭鄉 quê hương · 同鄉 đồng hương · 故鄉 cố hương	U+9109
享	HƯỞNG	4	享受 hưởng thụ · 享樂 hưởng lạc · 享福 hưởng phúc · 承享 thừa hưởng · 共享 cộng hưởng · 享旬𦝄蜜 hưởng tuần trăng mật	U+4EAB
響	HƯỞNG	T	影響 ảnh hưởng · 音響 âm hưởng · 交響 giao hưởng · 響應 hưởng ứng	U+97FF
向	HƯỚNG	2	向引 hướng dẫn · 方向 phương hướng · 志向 chí hướng · 偏向 thiên hướng · 向上 hướng thượng	U+5411
唿	hút	4	囂唿 heo hút · 唿𫇿 hút thuốc	U+553F
紇	hụt	5	耗紇 hao hụt · 少紇 thiếu hụt ·紇唏 hụt hơi	[翻] U+7D07
休	HƯU	T	𧗱休 về hưu · 休致 hưu trí	U+4F11
友	HỮU	2	交友 giao hữu · 友誼 hữu nghị · 親友 thân hữu	U+53CB
右	HỮU	T	左右 tả hữu · 𦑃右 cánh hữu	U+53F3
有	HỮU	2	有用 hữu dụng · 所有 sở hữu ·有限 hữu hạn	U+6709
益	ÍCH	2	益利 ích lợi · 益己 ích kỉ · 公益 công ích · 固益 có ích	[翻] U+76CA
益	ích	2	餅益 bánh ích (ít)	[翻]
益	ịch	2	𪝼益 ình ịch	[翻]
唵	im	5	唵𠹃 im ắng · 唵𣼽 im lặng	[翻] U+5535
唵	ỉm	5	唵唵 im ỉm [𠸨]	⇔ 唵 im [翻]
𠃣	ít	2	𠃝𠃣 út ít · 𠬠𠃣 một ít · 𠃣𱔎 ít ỏi · 餅𠃣 bánh ít	[翻] U+200E3
伊	Y	T	𠸜𧵑伊 tên của y	[翻] U+4F0A
衣	Y	T	衣服 y phục · 脫衣 thoát y · 內衣 nội y	U+8863
依	Y	T	依如 y như · 依案 y án · 准依 chuẩn y	U+4F9D
醫（医）	Y	3	醫佐 y tá · 醫濟 y tế · 醫案 y án	U+91AB (U+533B)
意	Ý	1	意㦖 ý muốn · 意想 ý tưởng ·㗂意 tiếng Ý	U+610F
掩	YỂM	T	掩護 yểm hộ · 掩助 yểm trợ	U+63A9
掩	ém	T	掩𠇦 ém nhẹm	
掩	yếm	T	掩𣹘 yếm dãi · 憂掩 âu yếm	[異] 𧞣 裺
厭	YẾM	T	厭世 yếm thế · 厭氣 yếm khí	U+53AD
鞍	YÊN	T	鞍繮 yên cương · 鞍車 yên xe ·鞍馭 yên ngựa	U+978D
宴	YẾN	T	宴席 yến tiệc · 宴飲 yến ẩm	U+5BB4
燕	YẾN	T	𪀄燕 chim yến · 海燕 hải yến ·燕巢 yến sào · 燕鶯 yến anh ·燕鶯 yến oanh · 燕麥 yến mạch	U+71D5
燕	én	T	𪀄燕 chim én	[翻]
咽	YẾT	T	咽喉 yết hầu	U+54BD
揭	YẾT	5	揭示 yết thị · 揭榜 yết bảng	U+63ED
謁	YẾT	T	謁見 yết kiến	U+8B01
㤇	yêu	1	情㤇 tình yêu · 㤇適 yêu thích · 㤇𨣥 yêu dấu · 㤇貴 yêu quý	[異] 腰 夭 𢞅 𬁷 U+3907
妖	YÊU	T	妖精 yêu tinh · 妖術 yêu thuật	U+5996
要	YÊU	3	要求 yêu cầu	U+8981
要	YẾU	3	要點 yếu điểm · 主要 chủ yếu ·重要 trọng yếu	
𪽳	yếu	4	𪽳𢤞 yếu hèn · 點𪽳 điểm yếu	[異] 要 U+2AF73
𠴜	kẽ	T	𠴜汻 kẽ hở · 𣷯𠴜 cặn kẽ	U+20D1C
計	KÊ	1	列計 liệt kê	U+8A08
計	KẾ	1	計劃 kế hoạch · 計算 kế toán ·謀計 mưu kế	
計	kể	1	計𡀯 kể chuyện · 計功 kể công · 計𣠲 kể lể · 計開 kê khai	
𣖟	kê	T	𣖟徠丐𣗿 kê lại cái tủ · 𣖟蹎𬨠 𧦕 kê chân lên ghế · 𣖟丐盤高 𬨠𠬠𡭧 kê cái bàn cao lên một chút	[翻] U+2359F
繼（継）	KẾ	4	繼續 kế tục · 繼承 kế thừa · 繼接 kế tiếp · 媄繼 mẹ kế	U+7E7C (U+7D99)
倛	kề	T	倛近 kề cận · 倛㧝 kề cà	U+501B
偈	kệ	T	嚜偈 mặc kệ	U+5048
嗛	kem	T	供嗛 cúng kem · 嗛打𪘵 kem đánh răng [摱]	[翻] U+55DB
歉	kém	4	歉𢜽 kém cỏi [𠸨] · 𪽳歉 yếu kém · 歉𨤔 kém vẻ	[異] 劍 U+6B49
涇	kênh	T	涇掏 kênh đào	[翻] U+6D87
倞	kềnh	T	𨫋倞 cồng kềnh [𠸨] · 倞𪨈 kềnh càng · 泠倞 lềnh kềnh ·蹸倞 lăn kềnh · 車載𢭰倞 xe tải đổ kềnh	U+501E
捁	kéo	4	捁𨱽 kéo dài · 捁僥 kéo nhau · 𫼩捁 níu kéo	[異] 𢹣 U+6341
𨦀	kéo	T	丐𨦀 cái kéo · 刀𨦀 dao kéo	U+28980
𥼱	kẹo	T	餅𥼱 bánh kẹo	[翻] U+25F31
搩	kẹt	T	縸搩 mắc kẹt · 噘搩 cọt kẹt [聲]	U+6429
結	KẾT	1	團結 đoàn kết · 甘結 cam kết ·結伴 kết bạn · 結合 kết hợp ·結果 kết quả	[翻] U+7D50
𭊫	ki	2	𭊫逋 ki bo · 𡥵𭊫 con ki [摱]	U+2D2AB
几	KỈ	T	丐几 cái kỉ · 長几 trường kỉ	U+51E0
己	KỈ	3	益己 ích kỉ · 自己 tự kỉ · 知己 tri kỉ · 克己 khắc kỉ	U+5DF1
紀	KỈ	1	世紀 thế kỉ · 紀念 kỉ niệm · 紀律 kỉ luật · 紀物 kỉ vật	U+7D00
記	KÍ	1	日記 nhật kí · 記𠸜 kí tên · 書記 thư kí · 遊記 du kí	U+8A18
寄	KÍ	5	寄寄 kí gửi · 寄生 kí sinh	U+5BC4
寄	gửi	5	寄書 gửi thư · 咹寄㑲𢘾 ăn gửi nằm nhờ · 𣘃尋寄 cây tầm gửi	[異] 𢭮
寄	gởi	5	寄書 gởi thơ	⇔ 寄 gửi
圻	KÌ	3	北圻 Bắc Kì	U+573B
其	KÌ	2	其寔 kì thực · 極其 cực kì	[翻] U+5176
其	kia	2	𣈜其 ngày kia · 𣋚其 hôm kia	[異] 箕
