# 常用标准汉喃字表（2023年版）表2
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20150123.pdf
# 表2共2934字（表1分6级共3987字，两表合计6921字）
#
# 𡨸漢喃	音讀	譬喻	𥱬註

𫪱	sái	𫪱𢬣 sái tay · 𫜵𫪱 làm sái · 𫪱渃 sái nước	
𠇈	sãi	𠇈娓 sãi vãi	
𢫟	sảy	𬕌𢫟 sàng sảy · 𢫟𥽌 sảy gạo	
𤵴	sảy	𤼓𤵴 rôm sảy	
𫽎	sẩy	𫽎蹎 sẩy chân · 疏𫽎 sơ sẩy · 𫽎胎 sẩy thai	
𤈇	sấy	𤈇枯 sấy khô · 𤈇𬚸 sấy thịt	
𣐴	sậy	𣘃𣐴 cây sậy · 𡓁𣐴 bãi sậy · 蹎如䈵𣐴 chân như ống sậy	
杉	SAM	雲杉 vân sam	
蔘	sam	蔞蔘 rau sam	
𧑁	sam	𡥵𧑁 con sam · 脽𧑁 đuôi sam	
讒	SÀM	讒言 sàm ngôn	
讒	gièm	讒𢯠 gièm pha	
讒	sàm	讒𬾟 sàm sỡ [𠸨]	
墋	săm	茹墋 nhà săm [摱]	
𥊀	săm	𥊀𤐝 săm soi · 𥊀𫑺 săm sưa	
森	SÂM	鄭森 Trịnh Sâm · 森捠 sâm-banh (panh) [摱]	
森	xum	森𢯷 xum vầy	
𩅙	sẩm	𩅙𦭷 sẩm màu · 𩅙𣋁 sẩm tối · 𣞶𩅙 sến sẩm	
讖	SẤM	讖傳 sấm truyền	
𩆐	sấm	𩆐𩅀 sấm chớp	
岑	SẦM	岑鬱 sầm uất	
岑	sầm	𣋁岑 tối sầm	
岑	xầm	𣋁岑 tối xầm	⇔ 岑 sầm
岑	sẫm	青湛 xanh sẫm	
湛	sậm	湛𦭷 sậm màu · 𧹻湛 đỏ sậm	
汕	sán	汕齋 Sán Chay · 汕𢭼 Sán Dìu	
疝	sán	病疝 bệnh sán · 𧉙疝 giun sán	
赸	sán	赸徠 sán lại	
𦼛	sắn	勃𦼛 bột sắn · 榘𦼛 củ sắn	
莘	sần	莘䏧 sần da · 莘𥹯 sần sùi [𠸨] · 𧃷莘 khoai sần · 莘栗 sần sật [𠸨] · 𡲫醜莘 vải xấu sần	
搶	SANG	搶奪 sang đoạt	
爽	SẢNG	爽快 sảng khoái · 豪爽 hào sảng	
愴	sảng	迷愴 mê sảng · 吶愴 nói sảng	
𦼃	sắng	蔞𦼃 rau sắng	
栍	sanh	𣘃栍 cây sanh	
䲼	sảnh	𡥵䲼 con sảnh	
廳	SẢNH	廳堂 sảnh đường · 大廳 đại sảnh	
炒	SAO	炒𫇿 sao thuốc	
𣒲	sao	𣘃𣒲 cây sao	
哨	SÁO	哨𨱽 sáo dài  · 䈵哨 ống sáo	
套	SÁO	客套 khách sáo · 套語 sáo ngữ · 句文套 câu văn sáo	
𥱫	sáo	𬌓𥱫 tấm sáo · 幅𥱫 bức sáo	
𪄤	sáo	𪀄𪄤 chim sáo	
塙	sào	𠬠塙 một sào	單位𢵋 đơn vị đo
謅	sạo	吶謅 nói sạo · 搐謅 sục sạo [𠸨]	
鮹	sạo	𩵜鮹 cá sạo	
㯿	sạp	丐㯿 cái sạp · 㯿蔞 sạp rau	
䏠	sấp	㑲䏠 nằm sấp · 挹䏠 úp sấp · 䏠紙 sấp giấy · 䏠鉑 sấp bạc · 䏠咍𡂂？ sấp hay ngửa?	
剎	SÁT	剎那 sát na	
呹	sạt	呹𡋿 sạt lở · 呹業 sạt nghiệp	
瑟	SẮT	琴瑟 cầm sắt	
栗	sật	莘栗 sần sật [𠸨]	
㮴	sấu	𣘃㮴 cây sấu	
𣜷	sầu	蟡𣜷 ve sầu · 𣜷𥢆 sầu riêng · 𣜷兜 sầu đâu	
茌	sè	茌茌 sè sè · 𨐮茌 cay sè · 𭰪茌 sập sè [𠸨]	
茌	xè	𭰪茌 xập xè [𠸨]	
𠱊	sê	侺𠱊 sum sê	
𠱊	xuê	侺𠱊 xum xuê	⇔ 𠱊 sê
䐭	sệ	䏶䐭 bệ sệ	
䐭	xệ		⇔ 䐭 sệ
呎	séc	𬌓呎 tấm séc · 共和呎 Cộng hoà Séc	
𤑯	sém	𪸔𤑯 cháy sém	
㦃	sẻn	𠽮㦃 dè sẻn · 㦃𬧺 sẻn so	
﨡	sên	𧎜﨡 ốc sên	
𣞶	sến	𣘃𣞶 cây sến · 楛𣞶 gỗ sến · 𣞶𩅙 sến sẩm · 𣞶𣞶𦼇 sến súa [𠸨]	
浧	sềnh	泠浧 lềnh sềnh	
𤵪	sẹo	𤵖𤵪 vết sẹo	
𠊔	sếp	𠊔倨𢴉懷！ sếp cứ đùa hoài! [摱]	
𩂶	sét	𩆐𩂶 sấm sét	
𣻂	sệt	𭉪𣻂 đặc sệt	
䳂	sếu	𪀄䳂 chim sếu	
𬃗	si	𣘃𬃗 cây si	
𢱟	sỉ	𢱟𬥓 bán sỉ	
𪐢	sì	黰𪐢 đen sì	
𨇗	sịch	脭𨇗 sình sịch	
槮	sim	𣘃槮 cây sim	
逞	SÍNH	逞外 sính ngoại · 逞矯法 sính kiểu Pháp	
聘	SÍNH	聘禮 sính lễ	
脭	sình	脭䏾 sình bụng · 脭𨇗 sình sịch	
𰈤	sip		𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
𬿺	sít	𣃣𬿺 vừa sít · 吀𬿺 sin sít	
𡦅	so	𡥵𡦅 con so	
𩖅	sỏ	頭𩖅 đầu sỏ · 𩖅箭 sỏ tên	
𧎷	sò	𧎷蝶 sò điệp	
𩪵	sọ	𩪵𠊛 sọ người · 匣𩪵 hộp sọ	
𢮀	sờ	𢮀𢺀 sờ mó	
𢮀	rờ		⇔ 𢮀 sờ
𬾟	sỡ	讒𬾟 sàm sỡ [𠸨] · 嗾𬾟 sặc sỡ [𠸨]	
篡	SOÁN	篡𡾵 soán ngôi · 篡奪 soán đoạt · 篡逆 soán nghịch	
篡	thoán		⇔ 篡 soán
𪟄	sọc	𪟄𡲫 sọc vải	
傗	sốc	𨠳傗 gây sốc [摱] · 傗反衛 sốc phản vệ [摱]	
𩺯	sốc	𩵜𩺯 cá sốc	
𤐝	soi	𤐝𦎛 soi gương  · 𤐝燴 soi rọi	
𪤠	soi	𪤠𣘛 soi dâu	
㰁	sói	花㰁 hoa sói	
𩯹	sói	𩯹頭 sói đầu	
誄	sõi	吶誄 nói sõi	
𩟬	sổi	咹𩟬 ăn sổi	
𩟬	sồi		⇔ 𩟬 sổi
𦆙	sồi	襖𦆙 áo sồi · 𡲫𦆙 vải sồi · 𨷯楛𦆙 cửa gỗ sồi	
𤴶	sởi	病𤴶 bệnh sởi	
嚵	sòm	喑嚵 om sòm	
摌	sởn	摌疏 sởn sơ · 摌𩯀𬛑 sởn tóc gáy	
𦠳	sờn	𦠳𧛊 sờn rách · 𦠳𢚸 sờn lòng · 𦠳志 sờn chí	
𧄐（𧄐󠄁）	song	𧦕𧄐 ghế song	
𩽧（𩽧󠄁）	song	𩵜𩽧 cá song	
椶	sồng	𣘃椶 cây sồng · 𣘽椶 nâu sồng	
𣙫	sộp	𣘃𣙫 cây sộp	
𩻒	sộp	𩵜𩻒 cá sộp	
箻	sọt	丐箻 cái sọt · 撣箻𥯌 đan sọt tre	
𰈸	sụ	𫰅𰈸 to sụ · 𢀭𰈸 giàu sụ · 𰈸𰈸 sù sụ	
𰈸	sù		⇔ 𰈸 sụ
樗	SƯ	樗樹 sư thụ	
樗	xư		⇔ 樗 sư
𣐳	sứ	花𣐳 hoa sứ	
咵	sụa	嗾咵 sặc sụa [𠸨]	
𬄁	sưa	楛𬄁 gỗ sưa · 花𬄁 hoa sưa	
𧍇	sứa	𡥵𧍇 con sứa · 䭃𧍇 nộm sứa	
㗜	súc	㗜𠰘 súc miệng	
槒	súc	槒紙 súc giấy · 槒楛 súc gỗ	
蓄	SÚC	蓄積 súc tích	
搐	sục	搐謅 sục sạo [𠸨] · 𤉚搐 sôi sục [𠸨]	
𠶗	sực	𠶗𢖵 sực nhớ · 𠶗擬𠚢 sực nghĩ ra	
𫗾	sực	𫗾𠽋 sực nức · 𦹳𫗾 thơm sực	
櫑	sui	𣘃櫑 cây sui	
𡢽	sui	𡢽家 sui gia	
㵽	sủi	圓㵽 viên sủi · 㵽渤 sủi bọt	
𥹯	sùi	泏𥹯 sụt sùi	
喘	suyển	衰喘 suy suyển [𠸨]	
侐	suýt	侐𡛤 suýt nữa · 侐侈𠚢災難 suýt xảy ra tai nạn	
𠶯	suỵt	𠶯㹥𠚢𨘗 suỵt chó ra đuổi · 𠶯！𡃊渚 suỵt! khẽ chứ	
侺	sum	侺𠱊 sum sê · 侺合 sum họp	
侺	xum	侺𠱊 xum xuê	⇔ 侺 sum
噀	sún	噀𪘵 sún răng	
𩪞	sụn	𩩫𩪞 xương sụn · 𩪞𠦻 sụn lưng	
𣑁	sung	𣘃𣑁 cây sung	
寵	SỦNG	寵愛 sủng ái	
茺	súng	花茺 hoa súng	
𬉎	sũng	㲸𬉎 ướt sũng · 𬉎渃 sũng nước	
𤷖	sưng	𤷖𤶈 sưng tấy	
棆	suôn	棆𢩿 suôn sẻ [𠸨]	
𦘹	sườn	𩩫𦘹 xương sườn	
㤝	suông	羹㤝 canh suông · 許㤝 hứa suông	
孀	SƯƠNG	孀婦 sương phụ	
𡒮	sướng	𥡗𬁒𡒮高 mạ mùa sướng cao	
𣻑	sướt	𣻑過 sướt qua	
𣻑	sượt	𦘹𣻑 sườn sượt	
𣼳	súp	𣼳𭉪 súp đặc [摱] · 𣼳𩵜圓 súp cá viên [摱]	
𣼳	xúp	𧙀𣼳 lúp xúp · 𣼳笀𧍆 xúp măng cua [摱]	
𠿰	sứt	𠿰𠝫 sứt mẻ	
丑	SỬU	𣇞丑 giờ Sửu · 辛丑 Tân Sửu	
衺	tà	襖衺 áo tà	
袏	tã	袏紙 tã giấy · 袏䘹 tã lót	
榭	TẠ	水榭 thuỷ tạ	
酢	TẠC	酬酢 thù tạc	
稷	TẮC	社稷 xã tắc	
𠷌	tặc	𠷌𦧜 tặc lưỡi	
𡬷	tấc	𠬠𡬷 một tấc	單位𢵋 đơn vị đo
碏	tách	碏茶 tách trà [摱]	
哉	TAI	善哉 thiện tai	
栽	TÀI	栽培 tài bồi	
𭠣	táy	𭠣𢵯 táy máy	
𤶈	tấy	𤷖𤶈 sưng tấy	
糝	tám	𥽌糝 gạo tám	
蠶（蚕）	tằm	𣘛蠶 dâu tằm	
拶	tán	拶頭釘 tán đầu đinh	
傘	TÁN	傘𣘃 tán cây	
傘	TẢN	𡶀傘圓 núi Tản Viên	
傘	tàn	傘𢃈 tàn lọng	
辛	TÂN	辛苦 tân khổ	
燖	tần	𪃿燖 gà tần	
啨	tành	散啨 tan tành [𠸨] · 習啨 tập tành [𠸨]	
𩄳	tạnh	𩄳𣋝 tạnh ráo	
𠋺	tao	𡮠𠋺 mày tao	
𠋺	tau		⇔ 𠋺 tao
糟	TAO	糟糠 tao khang	
臊	TAO	腥臊 tanh tao	
早	TẢO	早婚 tảo hôn	
掃	TẢO	掃墓 tảo mộ	
藻	TẢO	蘋藻 tần tảo · 藻𦀵 tảo xoắn · 藻𧹻 tảo đỏ	
棗	TÁO	棗西 táo tây	
咂	táp	雹咂 bão táp	
𠍱	tắp	賒𠍱 xa tắp · 𣦎𠍱 thẳng tắp · 𫜵𠍱 làm tắp · 𠍱𠓨茹 tắp vào nhà	
撒	tát	撒渃 tát nước	
𢹵	tạt	𢹵𠓨 tạt vào · 𢹵𨖅邊債 tạt sang bȇ n trái · 𢹵𧗱探茹 tạt về thăm nhà	
膝	tất	蔽膝 bít tất	"裊得使用如𠬠詞獨立、得𢪏羅 「韠 tất」；裊得使用如詞𢯖、得𢪏羅「蔽膝 bít tất」。 Nếu được sử dụng như một từ độc lập, được viết là ""韠 tất""; nếu được sử dụng như từ ghép, được viết là ""蔽膝 bít tất""."
嫉	TẬT	嫉妒 tật đố	
蒺	TẬT	蒺藜 tật lê	
走	TẨU	走馬 tẩu mã · 奔走 bôn tẩu · 行走 hành tẩu · 逃走 đào tẩu	
𧷹	tậu	𧷹茹 tậu nhà · 𧷹車 tậu xe	
呞	te	𧼋呞 chạy te · 呞鬚 te tua · 𠻗呞 le te ·襖㐌呞於𦠘 áo đã te ở vai	
粃	tẻ	𥽌粃 gạo tẻ · 𥛭粃 lẻ tẻ [𠸨]	
𢗽	tẻ	𢗽𠖯 tẻ ngắt · 𢞂𢗽 buồn tẻ · 𢗽𠿸 tẻ nhạt	
𪷗	tè	瀻𪷗 đái tè	
樨	TÊ	木樨 mộc tê	
宰	TỂ	宰相 tể tướng · 屠宰 đồ tể	
齊	TỀ	一齊 nhất tề · 整齊 chỉnh tề	
齊	tày	齊𡗶 tày trời · 齊霆 tày đình · 𠊛齊 người Tày	
齊	tề	破齊 phá tề	
劑	TỄ	𫇿劑 thuốc tễ · 㕵𠬠劑𫇿 uống một tễ thuốc	
唶	tếch	𣘃唶 cây tếch [摱] · 唶𠫾𠅒 tếch đi mất	
𣑷	tem	𣑷噚 tòm tem · 𣑷票 tem phiếu [摱] · 𣑷保行 tem bảo hành [摱]	
𢬅	têm	𢬅𦺓 têm trầu	
鎆	ten	鎆銅 ten đồng · 存鎆 tòn ten [𠸨]	
惺	tênh	惺亨 tênh hênh	
𢜫	tểnh	漝𢜫 tấp tểnh	
悄	teo	咏悄 vắng teo · 消𡮈 teo nhỏ	
𦅃	tèo	繚𦅃 lèo tèo	
俏	tẹo	子俏 tí tẹo · 咹俏 ăn tẹo · 瞭俏 lẹo tẹo [𠸨]	
浹	tép	𠬠浹蒜 một tép tỏi · 𦚗浹 tóp tép [𠸨]	
𩹫	tép	𩵽𩹫 tôm tép	
𣜿	tệp	𣜿信 tệp tin	
緤	tết	緤𩯀 tết tóc	
妣	TỈ	先妣 tiên tỉ	
璽	TỈ	玉璽 ngọc tỉ	
婢	TÌ	婢女 tì nữ	
巳	TỊ	𣇞巳 giờ Tị · 乙巳 Ất Tị	
𢲟	tỉa	𢲟䢕 tỉa tót · 𢏑𢲟 bắn tỉa · 𣑺𢲟 trồng tỉa	
爹	tía	爹媽 tía má	
僭	TIẾM	僭𡾵 tiếm ngôi · 僭權 tiếm quyền	
𤍖	tiềm	𤍖𩿠 tiềm vịt	
箋	TIÊN	紙花箋 giấy hoa tiên	
燮	TIẾP	士燮 Sĩ Tiếp	
燮	NHIẾP	士燮 Sĩ Nhiếp · 申文燮 Thân Văn Nhiếp	⇔ 燮 tiếp
截	TIỆT	𣩂截 chết tiệt · 截蟲 tiệt trùng · 除截 trừ tiệt	
蕉	TIÊU	荎蕉 chuối tiêu	
簫	TIÊU	𠺙簫 thổi tiêu	
笑	TIẾU	笑林 tiếu lâm · 含笑 hàm tiếu · 談笑 đàm tiếu	
憔	TIỀU	憔悴 tiều tuỵ	
樵	TIỀU	樵夫 tiều phu	
剿	TIỄU	剿除 tiễu trừ	
剿	tĩu	俗剿 tục tĩu [𠸨]	
噆	tỉm	𠸬噆 tủm tỉm	
旌	TINH	旌旗 tinh kì	
𠐉	típ	模𠐉 mô-típ [摱]	𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
𠾼	tịt	霧𠾼 mù tịt · 𠾼𣰏 tịt ngòi	
鐎	tiu	鐎鐛 cảnh tiu · 鐎憢 tiu nghỉu	
嘬	tíu	嘬㘉 tíu tít	
𧔋	tò	𧔋虶 tò vò	
租	TÔ	地租 địa tô	
𩘣	tố	𩘪𩘣 dông tố	
媤	tơ	𤳆媤 trai tơ · 𡛔媤 gái tơ · 媤想 tơ tưởng · 媤𢠩 tơ mơ	
唆	toa	唆茦 toa thuốc	
嚄	toác	嚄嚯 toác hoác · 嚄𠚢 toác ra · 扯嚄 xé toác · 𢯙嚄 chẻ toác · 𧛊嚄 rách toác · 𫫥嚄 toang toác	
劐	toạc	扯劐 xé toạc · 吶劐 nói toạc · 劐𠚢 toạc ra	
狻	TOAN	狻猊 toan nghê	
𦀷	toan	𡲫𦀷 vải toan [摱]	
酸	TOAN	渃強酸 nước cường toan · 胃酸 vị toan	
瓚	TOẢN	蔡文瓚 Thái Văn Toản	
纘	TOẢN	阮光纘 Nguyễn Quang Toản · 武長纘 Võ Trường Toản	
𫫥	toang	𫫥嚄 toang toác · 𫫥荒 toang hoang · 𢲫 𫫥 mở toang · 𫫥嚯 toang hoác	
𡁧	toáng	吶𡁧 nói toáng · 囉𡁧 la toáng · 𠯽𡁧𪥘󠄁 𬨠 chửi toáng cả lên	
䢨	toàng	𫟧䢨 tuềnh toàng · 荒䢨 hoang toàng · 𰺽䢨 loang toàng	
撮	toát	𠬠撮 một toát	單位𢵋 đơn vị đo
撮	tòi	尋撮 tìm tòi	
謖	tốc	謖𧜖𨇸𧻭 tốc chăn chồm dậy	
䏴	toe	䏴𠽌 toe toét · 䏴𠰘唭 toe miệng cười	
𤂭	toé	縱𤂭 tung toé	
𥊴	toét	𥊴眜 toét mắt · 𥊴𣲹 toét nhèm	
𠽌	toét	𠽌𠰘 toét miệng · 咾𠽌 láo toét · 𠽌𠲣 toét hoét · 䏴𠽌 toe toét	
𤻒	toi	𠅒𤻒 mất toi · 𣩂𤻒 chết toi · 𤻒命 toi mạng	
蒜	tỏi	蒜西 tỏi tây · 莖蒜 hành tỏi	
綷	tói	䋘綷 lòi tói	
𥯒	tơi	𪭥𥯒 tả tơi · 𥯒𢱎 tơi bời · 襖𥯒 áo tơi ·冡𥯒 mồng tơi	
噚	tòm	噚𣑷 tòm tem	
𠺸	tõm	淶𠺸𬺗坳 rơi tõm xuống ao	
𠺸	tũm	𠺸𠺸 tùm tũm	
𠺸	tùm		⇔ 𠺸 tũm
噂	ton	㖮噂 lon ton · 㖮𧩓 ton hót	
巽	TỐN	卦巽 quái Tốn	
𢣺	tợn	躁𢣺 táo tợn · 㺞𢣺 dữ tợn · 咹𢣺 ăn tợn	
淙	tong	𤷍淙 gầy tong · 瘖淙 ốm tong · 淙𪭥 tong tả · 隆淙 long tong	
𢮱	tông	被車𢮱 bị xe tông	
宋	TỐNG	𣱆宋 họ Tống	
𦚗	tóp	𦚗𦝺 tóp mỡ · 𦚗浹 tóp tép [𠸨] · 悄𦚗 teo tóp [𠸨] · 𢺹𠚢層𦚗 chia ra từng tóp	
𠇽	tốp	層𠇽 từng tốp · 𠬠𠇽 một tốp	
㗱	tợp	㗱𨢇 tợp rượu	
䢕	tót	𬦮䢕 nhảy tót · 𤙭䢕 bò tót · 𧼋䢕𧗱茹 chạy tót về nhà	
𨃍	tọt	𧼋𨃍 chạy tọt · 𠬃𨃍𠓨𠰘 bỏ tọt vào miệng	
𭉫	tu	𭉫應𡄯 tu ừng ực	
須	tua	須𠡚飭 tua gắng sức · 須𡨺𢷹 tua giữ gìn · 須遊歷 tua du lịch · 須𠯴 tua-bin [摱]	
鬚	tua	鬚墨 tua mực · 鬚畑籠 tua đèn lồng	
溑	tủa	溑𠚢 tủa ra · 蜆𥒮坥溑𬨢𡑝 kiến vỡ tổ tủa khắp sân	
戌	TUẤT	𣇞戌 giờ Tuất · 戊戌 Mậu Tuất	
恤	TUẤT	死恤 tử tuất	
𠸘	tục	𪃿叫𠸘𠸘 gà kêu tục tục [聲]	
𫟧	tuềnh	𫟧䢨 tuềnh toàng	
髓	TUỶ	髓𩩖 tuỷ sống · 腛髓 óc tuỷ	
悴	TUỴ	憔悴 tiều tuỵ	
雋	TUYỂN	雋永 tuyển vĩnh	
腺	TUYẾN	腺淚 tuyến lệ	
泉	TUYỀN	九泉 cửu tuyền · 黃泉 hoàng tuyền	
𠸬	tủm	𠸬噆 tủm tỉm	
𥳍	tùm	𥳍𥵗 tùm hum · 𠽛𥳍 um tùm	
𥯓	tụm	𥯓𠄼𥯓𠀧 túm năm tụm ba · 𡎦𥯓徠𠬠𡊲 ngồi tụm lại một chỗ	
𥯓	túm		⇔ 𥯓 tụm
澊	tun	澊唿 tun hút	
繜	tủn	繜𫃐 tủn mủn	
噌	tung	叫噌噌 kêu tung tung [聲]	
𡾼	TỦNG	阮福寶𡾼 Nguyễn Phúc Bửu Tủng	
葃	tược	園葃 vườn tược · 𠛌䒹䄧葃 đâm chồi nảy tược	
𣻆	tuôn	𣻆淶 tuôn rơi · 𣻆潮 tuôn trào	
洊	tuồn	洊𨀞 tuồn tuột · 洊𠫾 tuồn đi	
𡀢	tuông	𡀢𠓨 tuông vào · 慳𡀢 ghen tuông	
薔	TƯỜNG	花薔薇 hoa tường vi	
匠	TƯỢNG	匠手 tượng thủ	
剟	tuốt	剟穭 tuốt lúa · 剟𦂻 tuốt luốt · 別剟 biết tuốt	
𨀞	tuột	橋𨀞 cầu tuột · 𣹗𨀞 trơn tuột · 𨀞𬺗 tuột xuống	
𦭧	túp	𦭧寮 túp lều	
酒	TỬU	酒色 tửu sắc · 酒館 tửu quán · 藥酒 dược tửu · 酌酒 chước tửu	
𦚈	thạch	𦚈蔞俱 thạch rau câu	
㕧	thây	…低㕧 ...đây thây	
瀋	thẳm	漊瀋 sâu thẳm · 淢瀋 vực thẳm · 瀋瀋 thăm thẳm [𠸨]	
𰃀	thẫm	𧹻𰃀 đỏ thẫm · 青𰃀 xanh thẫm · 襖𰃀仍𣳡洃 áo thẫm những mồ hôi	
坍	than	𠬠坍 một than	單位𢵋 đơn vị đo
蜄	thằn	蜄䗲 thằn lằn	
訠	thẩn	詩訠 thơ thẩn	
矧	thẫn	矧悇 thẫn thờ	
倉	THẢNG	倉猝 thảng thốt	
儻	THẢNG	倜儻 thích thảng	
溗	thắng	溗渃行 thắng nước hàng	
騬	thắng	騬鞍朱馭 thắng yên cho ngựa	
錆	thanh	錆鎌 thanh gươm	
絛	THAO	𥶄𬗜絛 nón quai thao	
傠	thảo	孝傠 hiếu thảo · 傠賢 thảo hiền · 傠敬仛媄 thảo kính cha mẹ	
㗖	thào	時㗖 thì thào · 慣㗖 quen thào · 𠻩㗖 thều thào	
繰	thạo	成繰 thành thạo · 通繰 thông thạo · 繰藝 thạo nghề	
𤏧	thắp	𤏧畑 thắp đèn · 𤏧香 thắp hương · 𤏧𤏬約𢠩 thắp sáng ước mơ	
𤏧	THÁT	水獺 thủy thát	
獺	tấy		
獺	rái	𡥵獺 con rái · 獺𩵜 rái cá	⇔ 獺 tấy
闥	THÁT	乾闥婆 Càn Thát Bà	
韃	THÁT	韃靼 Thát Đát	
鍮	thau	鎫鍮 mâm thau	
艸	tháu	𢪏艸 viết tháu	
𢔢	thâu	𢔢𣎀 thâu đêm · 𢔢𣈜 thấu ngày	
𥮋	thẻ	𥮋生員 thẻ sinh viên	
呭	thé	絁呭 the thé	
𪮛	thè	𪮛嚟 thè lè · 𪮛𦧜 thè lưỡi	
妻	THÊ	婚妻 hôn thê · 夫妻 phu thê · 妻子 thê tử · 妻妾 thê thiếp · 未婚妻 vị hôn thê	
妻	xê	餅夫妻 bánh xu xê	
淒	THÊ	淒涼 thê lương · 淒慘 thê thảm · 𠠍淒 lê thê [𠸨]	
𩻔	thệ	𩵜𩻔 cá thệ	
逖	thếch	𨘸逖 lếch thếch	
㙴	thềm	㙴陸地 thềm lục địa	
杄	then	杄𢱝 then chốt	
杄	thẻn	𠊛琶杄 người Bà (Pà) Thẻn	𡨸尼得讀如格發音尼只𥪝名詞 𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này.
𢉑	thênh	𢉑湯 thênh thang	
絩	thêu	絩𦂾 thêu dệt · 椖絩 buồng thêu	
吵	thểu	失吵 thất thểu	
吵	thỉu	𣵲吵 bẩn thỉu	
𠻩	thều	𠻩㗖 thều thào	
柿	THỊ	果柿 quả thị	
捿	thia	揇捿攡 ném thia lia · 𩵜捿攡 cá thia lia	
倜	THÍCH	倜儻 thích thảng	
槭	thích	𣘃槭 cây thích	
僉	THIÊM	僉事 thiêm sự	
僉	thiêm	僉𢜡 thiêm thiếp [𠸨]	
蟾	THIỀM	蟾蜍 thiềm thừ	
擅	THIỆN	擅權 thiện quyền	
舌	THIỆT	舌戰 thiệt chiến	
韶	THIỀU	國韶 quốc thiều · 阮嘉韶 Nguyễn Gia Thiều	
鮉	thiều	𩵜鮉 cá thiều	
嬸	thím	注嬸 chú thím	
忏	thin	忏𢗠 thin thít [𠸨]	
𥺒	thính	𩻐𥺒 mắm thính · 抯𥺒 thả thính	
晠	thình	晠昤 thình lình	
𢗠	thít	忏𢗠 thin thít [𠸨] · 𠴫𢗠 thút thít · 𢗠 𢗠 thít thít	
𰟞	thiu	𦞏𰟞 ôi thiu · 𬚸𰟞 thịt thiu	
湫	tho	美湫 Mĩ (Mỹ) Tho	
𢯂	thó	打𢯂 đánh thó	
𡓠	thó	𡐙𡓠 đất thó · 𡮈𡓠 nhỏ thó	
𢲬	thò	拾𢲬 thập thò	
措	THỐ	失措 thất thố	
𬁼	thớ	𬁼𬚸 thớ thịt · 𬁼楛 thớ gỗ	
釵	THOA	金釵 kim thoa	
踆	thoăn	踆𨁑 thoăn thoắt [𠸨]	
𠶤	thoắng	吶𠶤 nói thoắng · 嗹𠶤 liến thoắng	
𨁑	thoắt	踆𨁑 thoăn thoắt [𠸨] · 𨁑吶𨁑唭 thoắt nói thoắt cười	
𢬳	thọc	𢬳脈 thọc mạch · 𢬳梞餅車 thọc gậy bánh xe	
𬨩	thốc	𧼋𬨩 chạy thốc · 𠷀𬨩𠷀𢳥 nôn thốc nôn tháo	
鋑	thỏi	鋑鐄 thỏi vàng · 鋑銅 thỏi đồng	
嗺	thòi	折嗺 thiệt thòi · 嗺𦛌𠚢外 thòi ruột ra ngoài	
㖭	thỏm	忑㖭 thắc thỏm · 隰㖭 thấp thỏm	
啿	thòm	啿饞 thòm thèm	
𠴘	thon	𠴘𠴘 thon thon · 𢬣𠴘 tay thon · 𠴘衮 thon gọn · 𠴘抯 thon thả	
忖	thổn	忖𥅞 thổn thức	
寸	THỐN	少寸 thiếu thốn	
鱓	thờn	鱓𩺡 thờn bơn	
𦄷	thòng	挵𦄷 lòng thòng · 絏𦄷挵 dây thòng lòng	
埇	thõng	丐埇 cái thõng	
捅	thõng	捹捅 buông thõng · 𡎦𨑗𣘃捅蹎 ngồi trên cây thõng chân	
𡎭	thống	丐𡎭 cái thống	
𡀾	thóp	梭𡀾 thoi thóp	
𪷄	thót	𬉊𪷄 thánh thót	
𣘄	thớt	丐𣘄 cái thớt · 𣘄採蔞 thớt thái rau · 疎 𣘄 thưa thớt [𠸨]	
戍	THÚ	𪜯戍 lính thú	
茱	THÙ	茱萸 thù du	
茱	thù	茱瀘 thù lù	
𤶠	thừ	𪽮𤶠 lừ thừ · 𤶠𠊛 thừ người	
蜍	THỪ	蟾蜍 thiềm thừ	
署	THỰ	公署 công thự · 營署 dinh thự	
墅	THỰ	別墅 biệt thự	
竣	THUÂN	阮文竣 Nguyễn Văn Thuân	
叔	THÚC	英㛪叔伯 anh em thúc bá	
淑	THỤC	阮氏賢淑 Nguyễn Thị Hiền Thục · 阮福淑姿 Nguyễn Phúc Thục Tư	
蜀	THỤC	蜀泮 Thục Phán	
塾	THỤC	私塾 tư thục · 東京義塾 Đông Kinh Nghĩa Thục	
煺	thui	黰煺 đen thui · 煺炪 thui đốt · 煺𥈳 thui chột	
蹆	thủi	𨇒蹆 lủi thủi · 蹆蹆 thui thủi	
翠	THUÝ	翡翠 phỉ thuý · 翠翹 Thuý Kiều	
邃	THUÝ	深邃 thâm thuý	
陲	THUỲ	邊陲 biên thuỳ	
詮	THUYÊN	詮解 thuyên giải · 詮釋 thuyên thích	
