# 常用标准汉喃字表
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# 共7164字（读音不同等，部分字分立多条，合计8928条）
# https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html
# 𡨸漢喃	音讀	Unicode	𥱬註	譬喻

𤅶（𣷷）	bến	U+24176 U+23DF7	[異] 𡔖	𤅶渃 bến nước · 𤅶艔 bến đò · 𤅶港 bến cảng
𥾽	bền	U+25FBD	[翻]	𥾽凭 bền vững · 𥾽比 bền bỉ [𠸨]
抃	bện	U+6283		抃𥿣 bện chão
鋲	beng	U+92F2	[翻]	杈鋲 xà beng
𦛼	bênh	U+266FC		𦛼掝 bênh vực · 乏𦛼 bấp bênh · 㑲𦛼𦛼 nằm bênh bênh
鋲	bênh	U+92F2	𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻]	
泙	bềnh	U+6CD9		泠泙 lềnh bềnh
病	BỆNH	U+75C5		病疾 bệnh tật · 病感 bệnh cảm · 病院 bệnh viện · 病人 bệnh nhân
𧴋	beo	U+27D0B		𤜯𧴋 cọp beo · 𦝂𧴋 đít beo · 𧴋𦖻 beo tai
㧼	béo	U+39FC	⇔ 㧼 véo	
脿	béo	U+813F		脿𦡡 béo ngậy
䕯	bèo	U+456F	[翻]	蘿䕯 lá bèo · 䕯蕘 bèo nhèo [𠸨] · 餅䕯 bánh bèo
殍	bẽo	U+6B8D		薄殍 bạc bẽo [𠸨]
表	bẻo	U+8868		表𣱾 bẻo lẻo · 棹表 chèo bẻo
𠰏	bép	U+20C0F		𠰏㴙 bép xép [𠸨]
𤇮	bếp	U+241EE	[翻]	茹𤇮 nhà bếp · 𤇮焒 bếp lửa · 刀𤇮 dao bếp
𠻅	bẹp	U+20EC5		碮𠻅 đè bẹp · 㑲𠻅 nằm bẹp · 𠻅拰 bẹp dúm
八	bét	U+516B	數點𥪝㗂㑝俚𤞼。 Số đếm trong tiếng lóng lái lợn.	八 bét
𥇂	bét	U+251C2	[翻]	𥇂眜 bét mắt · 項𥇂 hạng bét · 捏𥇂 nát bét · 𠾦𥇂 be bét [𠸨]
𫊽	bét	U+2B2BD		蟡𫊽 ve bét
𡌀	bết	U+21300		𡌀潑 bết bát [𠸨] · 𨀺𡌀 lết bết · 𠶎𡌀 bê bết
𡋾	bệt	U+212FE		𱖗𡋾 ngồi bệt · 咧𡋾 lệt bệt · 咖啡𡋾 cà phê bệt
啤	bi	U+5564	[翻]	筆啤 bút bi [摱] · 𢏑啤 bắn bi [摱]
悲	BI	U+60B2		悲劇 bi kịch · 悲哀 bi ai · 悲慘 bi thảm · 悲觀 bi quan · 愁悲 sầu bi · 悲切 bi thiết
碑	BI	U+7891		碑記 bi kí · 碑文 bi văn
苾	bí	U+82FE		果苾 quả bí
秘	BÍ	U+79D8		秘傳 bí truyền · 秘密 bí mật · 秘訣 bí quyết · 秘書 bí thư · 秘名 bí danh · 秘𡌀 bí bết
被	BÍ	U+88AB		植物被子 thực vật bí tử
𠸠󠄁（𠸠）	bí	U+20E20 U+E0101 U+20E20		𠸠󠄁甫 bí bo [聲]
比	bì	U+6BD4		分比 phân bì · 𬧺比 so bì · 推比 suy bì
皮	BÌ	U+76AE		封皮 phong bì · 包皮 bao bì · 陳皮 trần bì · 下皮 hạ bì
否	BĨ	U+5426		運否 vận bĩ · 否極泰來 bĩ cực thái lai
俖	bĩ	U+4FD6		俖㥬 bĩ bàng
比	BỈ	U+6BD4		渃比 nước Bỉ · 𥾽比 bền bỉ [𠸨]
彼	BỈ	U+5F7C		彼岸 bỉ ngạn · 彼嗇斯豐 bỉ sắc tư phong
鄙	BỈ	U+9119		粗鄙 thô bỉ
被	BỊ	U+88AB		𠀧被 ba bị · 被動 bị động · 被告 bị cáo
備	BỊ	U+5099		準備 chuẩn bị · 設備 thiết bị
𣖾	bị	U+235BE		𠹌抇𬘋𣖾 năng nhặt chặt bị
碑	bia	U+7891		碑墓 bia mộ · 𢏑碑 bắn bia
𨡕	bia	U+28855		𨢇𨡕 rượu bia [摱]
柀	bìa	U+67C0		柀冊 bìa sách · 柀𡹃 bìa rừng
詖	bịa	U+8A56		詖撻 bịa đặt
碧	BÍCH	U+78A7	[翻]	玉碧 ngọc bích
甓	bịch	U+7513		甓𥟉 bịch thóc · 甓𥼱 bịch kẹo · 篰甓 bồ bịch · 𠏆甓 bồ bịch
礔	bịch	U+7914		礔𦙏 bịch ngực · 𠐔礔 lố bịch · 砰礔 bình bịch [聲] · 𬦮礔𠬠丐 nhảy bịch một cái
碧	biếc	U+78A7		青碧 xanh biếc · 𦬩碧 lộc biếc
砭	biếm	U+782D	"讀差𧵑「砭 biêm 」。 Đọc sai của ""砭 biêm ""."	針砭 châm biếm
貶	BIẾM	U+8CB6		褒貶 bao biếm · 貶畫 biếm hoạ
編	BIÊN	U+7DE8		正編 chính biên · 編撰 biên soạn
邊（边）	BIÊN	U+908A U+8FB9		邊界 biên giới · 邊防 biên phòng · 邊疆 biên cương
遍	BIẾN	U+904D		普遍 phổ biến
變（变）	BIẾN	U+8B8A U+53D8		變𠅒 biến mất · 應變 ứng biến · 變化 biến hoá · 政變 chính biến
洴	biền	U+6D34		𣵮洴 bưng biền
駢	biền	U+99E2		駢別 biền biệt
匾	BIỂN	U+533E		匾號 biển hiệu · 匾數 biển số · 匾廣告 biển quảng cáo
㴜	biển	U+3D1C	[異] 𤅶	㴜𪥘󠄁 biển cả · 𩈘㴜 mặt biển · 坡㴜 bờ biển
騙	BIỂN	U+9A19		騙取 biển thủ
辨	BIỆN	U+8FA8		辨別 biện biệt
辦	BIỆN	U+8FA6		辦法 biện pháp · 辦𨢇 biện rượu
辯	BIỆN	U+8FAF		辯論 biện luận · 雄辯 hùng biện · 辯白 biện bạch · 辯駁 biện bác
怲	biếng	U+6032		𢜞怲 lười biếng
別	biết	U+5225		別讀 biết đọc · 別條 biết điều · 曉別 hiểu biết
別	BIỆT	U+5225		𠫾別 đi biệt · 別離 biệt li · 別吣 biệt tăm · 駢別 biền biệt · 別墅 biệt thự
俵	BIẾU	U+4FF5		敬俵 kính biếu · 俵釧 biếu xén
表	BIỂU	U+8868		代表 đại biểu · 表現 biểu hiện · 表圖 biểu đồ · 時課表 thời khoá biểu
諘	biểu	U+8AD8		𠲖𪀊徠低諘！ Ê cu lại đây biểu! · 僶其、𫥨低𠋺諘！ Thằng kia, ra đây tao biểu!
砭	bìm	U+782D	[翻]	砭䒦 bìm bịp
𠍥	bỉm	U+20365		丐𠍥 cái bỉm · 𠍥𠫾 bỉm đi
汴	bin	U+6C74		汴𠲅 bin (pin) sạc [摱]
𠯴	bịn	U+20BF4	[翻]	𠯴湅 bịn rịn [𠸨]
兵	BINH	U+5175		兵士 binh sĩ · 憲兵 hiến binh · 兵𪜯 binh lính
丙	BÍNH	U+4E19		丙子 Bính Tí · 丙寅 Bính Dần
柄	BÍNH	U+67C4		權柄 quyền bính
平	BÌNH	U+5E73	[翻]	平安 bình an · 平原 bình nguyên · 不平 bất bình · 平等 bình đẳng · 和平 hoà bình
屏	BÌNH	U+5C4F		𬌓屏風 tấm bình phong
砰	bình	U+7830		砰礔 bình bịch [聲]
瓶	BÌNH	U+74F6		瓶渃 bình nước · 瓶𨢇 bình rượu
評	BÌNH	U+8A55		評論 bình luận · 評品 bình phẩm
胼	bĩnh	U+80FC		匏胼 bầu bĩnh · 破胼 phá bĩnh
秉	bỉnh	U+79C9		嗙秉 bướng bỉnh [𠸨]
病	bịnh	U+75C5	⇔ 病 bệnh	
䒦	bịp	U+44A6	[翻]	砭䒦 bìm bịp
𧦟	bịp	U+2799F		驢𧦟 lừa bịp · 𧦟姂 bịp bợm
蔽	bít	U+853D	[翻]	𭇛蔽 bưng bít · 蔽膝 bít tất
莂	bịt	U+8382		莂𦖻 bịt tai · 莂𩈘 bịt mặt · 莂𤿰 bịt trống · 𪖫箭莂鉄 mũi tên bịt sắt
瓢	bìu	U+74E2	[翻]	瓢𢬢 bìu díu · 瓢𬃻 bìu dái
褓	bịu	U+8913		𠬠褓裙襖 một bịu quần áo · 絆褓 bận bịu [𠸨]
逋	bo	U+900B	[翻]	𭊫逋 ki bo · 𡨺逋逋 giữ bo bo
𥒰	bo	U+254B0		𥒰 bo [摱]
抪	bó	U+62AA	[異] 𥿠 咘	繃抪 băng bó
虶	bò	U+8676		虶𦘧 bò vẽ
𤙭	bò	U+2466D		𤙭𡣨 bò cái · 𤙭㴜 bò biển · 裙𤙭 quần bò · 餅𤙭 bánh bò
𨁏	bò	U+2804F	[異] 𨆶	𧋻𨁏 rắn bò · 𨁏𨑜𡐙 bò dưới đất
鯆	bò	U+9BC6		𩵜鯆 cá bò
俌	bô	U+4FCC		俌老 bô lão
㗘	bô	U+35D8		吶㗘㗘 nói bô bô [聲]
𥮉	bô	U+25B89		䈵𥮉 ống bô (pô) [摱] · 𢭰𥮉渃解 đổ bô nước giải [摱]
𡀨	bõ	U+21028		拯𡀨 chẳng bõ
布	BỐ	U+5E03		布告 bố cáo · 布置 bố trí · 頒布 ban bố · 布局 bố cục · 分布 phân bố
佈	bố	U+4F48	[異] 布	佈媄 bố mẹ
怖	BỐ	U+6016		恐怖 khủng bố
菩	BỒ	U+83E9		菩薩 bồ tát · 菩提 bồ đề
葡	BỒ	U+8461		葡萄牙 Bồ Đào Nha
蒲	bồ	U+84B2	𡨸𥱬㗂輔𠓀𥪝詞（外除𠸜𧵑各類𪀄） Chữ ghi tiếng phụ trước trong từ (ngoại trừ tên của các loài chim)	蒲搞 bồ cào · 蒲𤆺 bồ hóng · 蒲洃 bồ hôi · 蒲欲 bồ dục · 蒲結 bồ kết · 蒲君 bồ quân
蒲	BỒ	U+84B2		蒲柳 bồ liễu · 蒲公英 bồ công anh
𠏆	bồ	U+203C6		笈𠏆 cặp bồ · 𠏆𡭺 bồ nhí · 𠏆甓 bồ bịch · 𠏆𦅃 bồ tèo
篰	bồ	U+7BF0		篰甓 bồ bịch · 𠬠篰刀鈐 một bồ dao găm
𪁭	bồ	U+2A06D	𡨸𥱬㗂輔𠓀𥪝詞（只得使用𥪝𠸜𧵑各類𪀄） Chữ ghi tiếng phụ trước trong từ (chỉ được sử dụng trong tên của các loài chim)	𪁭鳩 bồ câu · 𪁭𪇌 bồ nông
𠬃	bỏ	U+20B03	[異] 補	恄𠬃 ghét bỏ · 𠬃過 bỏ qua · 辭𠬃 từ bỏ · 𨑥𠬃 vứt bỏ
巴	bơ	U+5DF4	[翻]	巴𤷵 bơ phờ [𠸨] · 巴噅 bơ vơ · 醒巴 tỉnh bơ · 㗶巴𠓨餅麪 phết bơ vào bánh mì [摱]
捕	bổ	U+6355		捕檜 bổ củi · 捕洆 bổ chửng
補	BỔ	U+88DC		補充 bổ sung · 修補 tu bổ · 補血 bổ huyết · 補語 bổ ngữ
𧌂	bọ	U+27302		螻𧌂 sâu bọ
𡃓	bớ	U+210D3		扒𡃓 bắt bớ [𠸨]
坡	bờ	U+5761		坡㴜 bờ biển · 坡𬏇 bờ ruộng · 坡梨俱 Bờ-lây-cu (Pleiku)
𠳝	bỡ	U+20CDD		𠳝𢣸 bỡ ngỡ
步	bộ	U+6B65		步𠏭𠎩𧡊𢥇𡗋咍哰丕？ Bộ tụi bây thấy chán lắm hay sao vậy?
步	BỘ	U+6B65		𠫾步 đi bộ · 百步 bách bộ · 同步 đồng bộ · 塘步 đường bộ · 步兵 bộ binh · 𪜯水打步 lính thuỷ đánh bộ
部	BỘ	U+90E8		部分 bộ phận · 幹部 cán bộ · 部樣 bộ dạng · 𫜵部 làm bộ · 全部 toàn bộ · 部裙襖 bộ quần áo
簿	BỘ	U+7C3F		登簿 đăng bộ · 鄉簿 hương bộ
𠴙	bở	U+20D19		𧃷𠴙 khoai bở · 想𠴙 tưởng bở · 𫼻𠴙 vớ bở
𭢨	bợ	U+2D8A8		暫𭢨 tạm bợ · 佞𭢨 nịnh bợ
剝	bóc	U+525D		剝蛻 bóc lột · 剝𤿭 bóc vỏ
卜	BỐC	U+535C	[翻]	占卜 chiêm bốc
扑	bốc	U+6251		扑籤 bốc thăm · 扑𫇿 bốc thuốc
襆	bọc	U+8946		包襆 bao bọc · 𦅰襆 đùm bọc
僕	BỘC	U+50D5		奴僕 nô bộc
曝	BỘC	U+66DD		曝露 bộc lộ · 曝𠻊 bộc tuệch
爆	BỘC	U+7206		爆發 bộc phát
𧴤	bói	U+27D24		䀡𧴤 xem bói
𫽗	bôi	U+2BF57		𫽗渘 bôi nhọ · 𫽗駁 bôi bác
貝	BỐI	U+8C9D		寶貝 bảo bối
背	BỐI	U+80CC		背景 bối cảnh
𦁀	bối	U+26040		𦁀𦇒 bối rối · 𠶎𦁀 bê bối
輩	BỐI	U+8F29		前輩 tiền bối · 後輩 hậu bối · 長輩 trưởng bối
培	BỒI	U+57F9		培養 bồi dưỡng · 培補 bồi bổ · 培㙮 bồi đắp · 紙培 giấy bồi
徘	BỒI	U+5F98		徘徊 bồi hồi · 徘盤 bồi bàn [摱] · 徘𤇮 bồi bếp [摱]
賠	BỒI	U+8CE0		賠償 bồi thường · 賠還 bồi hoàn
𬈺	bơi	U+2C23A	[翻]	𣘊𬈺 đồ bơi · 𬈺過瀧 bơi qua sông
捭	bới	U+636D		捭𢪮 bới móc · 掏捭 đào bới
𢱎	bời	U+22C4E		𦇒𢱎 rối bời · 𨔈𢱎 chơi bời
佩	bội	U+4F69		喝佩 hát bội
佩	BỘI	U+4F69		佩服 bội phục · 玉佩 ngọc bội
背	BỘI	U+80CC		背約 bội ước · 背薄 bội bạc · 背恩 bội ơn
倍	BỘI	U+500D	[翻]	倍數 bội số · 扱倍 gấp bội
𤳸（𤳄）	bởi	U+24CF8 U+24CC4	[異] 𤳷	𤳸爲 bởi vì · 𤳸在 bởi tại
𠰏	bom	U+20C0F	[翻]	𠰏彈 bom đạn [摱] · 揇𠰏 ném bom [摱] · 果𠰏 quả bom [摱]
抸	bôm	U+62B8	⇔ 抸 bốp	抸抸 bôm bốp [聲]
渀	bõm	U+6E00		皮渀 bì bõm [聲] · 𡔑渀 lõm bõm [𠸨]
呠	bỏm	U+5460		呠𠷨 bỏm bẻm [𠸨]
泵	bơm	U+6CF5		丐泵 cái bơm [摱] · 泵渃 bơm nước [摱]
𣭛	bờm	U+23B5B		𣭛馭 bờm ngựa · 𣭛𬇁 bờm xờm [𠸨] · 僶𣭛 thằng bờm
姂	bợm	U+59C2		𧦟姂 bịp bợm · 姂𫅷 bợm già · 姂𠻼 bợm nhậu
𨁼	bon	U+2807C		𨁼𢫔 bon chen
𢫆	bón	U+22AC6	[翻]	𢫆糞 bón phân
𤵳	bón	U+24D73		燥𤵳 táo bón
𪝕	bòn	U+2A755		𪝕捽 bòn rút · 𪝕㩢 bòn mót
奔	bôn	U+5954		奔墫 bôn chôn [𠸨]
奔	BÔN	U+5954		奔波 bôn ba
𦊚	bốn	U+2629A		𦊚方 bốn phương · 茹𦊚層 nhà bốn tầng
盆	BỒN	U+76C6		盆栽 bồn tài · 盆地 bồn địa · 蘿搽盆 lá chà bồn · 臨盆 lâm bồn · 瀧秋盆 sông Thu Bồn · 盆𤶐 bồn chồn [𠸨]
𩺡	bơn	U+29EA1		鱓𩺡 thờn bơn
本	BỔN	U+672C		本分 bổn phận · 本王 bổn vương · 本報 bổn báo
𡇐	bọn	U+211D0		結𡇐 kết bọn · 𡇐𠋥 bọn mày
坌	bộn	U+574C		坌皮 bộn bề [𠸨]
琫	bong	U+742B	⇔ 琫 bóng	琫琫 bong bóng [𠸨]
𢸚	bong	U+22E1A		𢸚筋 bong gân · 𢸚捉 bong tróc · 𤽸𢸚 trắng bong
𡞗	bóng	U+21797	[異] 俸	僮𡞗 đồng bóng
琫	bóng	U+742B	[異] 𩃳 𣈖	琫琫 bong bóng · 琫畑 bóng đèn · 琫跢 bóng đá
𣈖	bóng	U+23216	[異] 䏾	𨅸𣈖 đứng bóng · 𤏬𣈖 sáng bóng · 𣈖𪵅 bóng lộn · 𣈖𣘃 bóng cây · 𣈖𠖾 bóng mát
槰	bòng	U+69F0		𣘃槰 cây bòng · 果槰 quả bòng
䙜	bòng	U+465C		𭢌䙜 đèo bòng · 𫼳䙜𠫾塘 mang bòng đi đường · 摱丐包䙜勃 mượn cái bao bòng bột
葻	bông	U+847B	[異] 芃	葻花 bông hoa · 𧜖葻 chăn bông · 𤠰葻 gấu bông
𩸮	bống	U+29E2E		𩵜𩸮 cá bống
捧	bồng	U+6367		捧嬖 bồng bế
蓬	BỒNG	U+84EC	[翻]	蓬萊 bồng lai
唪	bỗng	U+552A	[異] 俸	唪𡎺 bỗng chốc · 唪然 bỗng nhiên · 𦰟畑唪𤎕 ngọn đèn bỗng tắt
𤊡	bỏng	U+242A1		被𤊡 bị bỏng · 𤊡吳 bỏng ngô
俸	BỔNG	U+4FF8		糧俸 lương bổng · 學俸 học bổng
𩗴	bổng	U+295F4		𢒎𩗴 bay bổng · 𢩮𩗴 nhấc bổng
𠷕	boong	U+20DD5		𠷕𠷕 boong boong [聲] · 丐𠷕 cái boong [摱]
䑺	boong	U+447A		䑺艚 boong tàu [摱]
𢯒	bóp	U+22BD2		𢯒𭡽 bóp thắng
抸	bốp	U+62B8		抸抸 bôm bốp [聲]
𠶙	bộp	U+20D99	[翻]	𠶙摯 bộp chộp
𥩾	bốt	U+25A7E		𥩾擱 bốt gác [摱] · 𥩾警察 bốt cảnh sát [摱]
𩋚	bốt	U+292DA		𩋚膏蒭 bốt cao-su [摱] · 蹎𠫾對𩋚𤽸 chân đi đôi bốt trắng [摱]
渤	bọt	U+6E24		渃渤 nước bọt · 䕯渤 bèo bọt · 渤㳥 bọt sóng
抔	bớt	U+6294		減抔 giảm bớt · 添抔 thêm bớt · 咹抔 ăn bớt · 抔稅 bớt thuế
𤴭	bớt	U+24D2D		𤴭青 bớt xanh
勃	BỘT	U+52C3	[翻]	勃麪 bột mì · 勃𦭷青 bột màu xanh · 蓬勃 bồng bột · 勃發 bột phát · 勃起 bột khởi
𡜵	bu	U+21735		𡜵㗒 bu ơi
裒	bu	U+88D2	⇔ 裒 bâu	
䈻	bu	U+423B		丐䈻抵𡳝𪃿 cái bu để rốt gà
咘	bú	U+5498	[翻]	咘𣼺 bú mớm
補	bù	U+88DC		搷補 đền bù · 補㙮 bù đắp
蒲	bù	U+84B2	⇔ 蒲 bồ	蒲𦫸 bù nhìn
脯	bụ	U+812F		脯偘 bụ bẫm · 𦙶𢬣㛪𡮣脯 cổ tay em bé bụ
𫫢	bự	U+2BAE2		𫫢哃 bự đùng · 𫰅𫫢 to bự · 翁𫫢 ông bự · 𦙶𫫢𡑪 cổ bự ghét · 𩈘𫫢粉 mặt bự phấn · 𬃻𦹳𫫢 trái thơm bự
斧	búa	U+65A7		斧𠠙 búa rìu · 𫘲斧 hóc búa · 𨑗砥𨑜斧 trên đe dưới búa
符	bùa	U+7B26		符法 bùa phép · 掩符 yểm bùa
䋠	bủa	U+42E0		䋠䋥 bủa lưới · 䋠圍 bủa vây
耚	bừa	U+801A		𦓿耚 cày bừa · 耚𡓁 bừa bãi
𩛷	bữa	U+296F7		𩛷咹 bữa ăn · 𩛷席 bữa tiệc
𭎟	bựa	U+2D39F		𭎟𩚵 bựa cơm · 𭎟𪘵 bựa răng
㯷	bục	U+3BF7	[翻]	㯷講 bục giảng · 磟㯷 lục bục
逼	BỨC	U+903C		逼供 bức cung · 逼迫 bức bách
幅	BỨC	U+5E45		幅幀 bức tranh · 幅墻 bức tường
煏	bức	U+714F		𤎏煏 nóng bức
輻	BỨC	U+8F3B		輻射 bức xạ
堛	bực	U+581B	⇔ 堛 bậc [翻]	
愊	bực	U+610A		𢞂愊 buồn bực · 愊𨂔 bực dọc [𠸨]
𠸟	bui	U+20E1F		𠸟固𠬠𢚸忠悋孝 bui có một lòng trung lẫn hiếu
筫	búi	U+7B6B		筫𦹯 búi cỏ · 筫𩯀徠 búi tóc lại
裴	bùi	U+88F4		裴𦖻 bùi tai
裴	BÙI	U+88F4		𣱆裴 họ Bùi
𡏧	bụi	U+213E7		𡏧𠁀 bụi đời · 𡏧𠹰 bụi bặm [𠸨]
𦹷	bụi	U+26E77	[翻]	𦹷葚 bụi rậm · 𣘃𦹷 cây bụi
𡀫	bùm	U+2102B		𡀫 bùm [聲]
𣱭	bủm	U+23C6D		丐𣱭 cái bủm
𠏟	bụm	U+203DF	[翻]	𠬠𠏟𥽌 một bụm gạo · 𠏟𠰘唭 bụm miệng cười
𥻸	bún	U+25EF8		𥻸𦙣 bún mọc
湓	bùn	U+6E53	[翻]	𡐙湓 đất bùn · 湓浰 bùn lầy
㤓	bủn	U+3913		㤓𫢗 bủn xỉn · 㤓噋 bủn rủn
𨮇	bung	U+28B87	[翻]	𨮇衝 bung xung
熢	bùng	U+71A2		熢砮 bùng nổ · 熢發 bùng phát
𣵮	bưng	U+23D6E	[翻]	𣵮洴 bưng biền
𭇛	bưng	U+2D1DB	[異] 𢬄	𭇛蔽 bưng bít
䏾	bụng	U+43FE		䏾胣 bụng dạ · 𩟡䏾 đói bụng
掤	bứng	U+63A4		掤𣘃 bứng cây · 掤𪥘󠄁家庭𠫾𬨠沔𡶀 bứng cả gia đình đi lên miền núi
𤇊	bừng	U+241CA		𧹻𤇊 đỏ bừng · 熷𤇊 tưng bừng
𫃚	buộc	U+2B0DA	[異] 纀 𦂿 𥾾	抪𫃚 bó buộc · 繓𫃚 trói buộc · 扒𫃚 bắt buộc
𨀈	bước	U+28008		𨀈𠫾 bước đi · 𨀈𬧐 bước tới · 拮𨀈 cất bước
𣇜	buổi	U+231DC		𣇜𣋁 buổi tối · 𣇜𤏬 buổi sáng
𣞻（𣘓）	bưởi	U+237BB U+23613		𣘃𣞻 cây bưởi · 絁𤿭𣞻 the vỏ bưởi
帆	buồm	U+5E06		𦑃帆 cánh buồm
𧊉	bươm	U+27289	⇔ 𧊉 bướm	𧊉𧊉 bươm bướm [𠸨]
𬗄	bươm	U+2C5C4		襤𬗄 lươm bươm · 𧛊𬗄 rách bươm
𧊉	bướm	U+27289		𧊉𧊉 bươm bướm · 𧊉𣎀 bướm đêm · 𢒎𧊉 bay bướm
班	buôn	U+73ED		班迷屬 Buôn Ma Thuột
販	buôn	U+8CA9	[異] 奔	販𬥓 buôn bán · 販轉 buôn chuyến
𢞂	buồn	U+22782		𢞂𱟓 buồn rầu · 信𢞂 tin buồn · 𢞂𥄬 buồn ngủ
倴	bươn	U+5034		倴把 bươn bả · 倴𦃀 bươn chải
捹	buông	U+6379		捹𣿅 buông lỏng · 捹赦 buông tha · 捹㗰 buông tuồng · 捹𣵶 buông xuôi
椖	buồng	U+6916	[異] 蓬 𢩣 𱟧	椖浸 buồng tắm · 椖梩 buồng lái · 椖絁 buồng the · 椖絩 buồng thêu · 椖𱑛 buồng trứng · 椖荎 buồng chuối
嗙	bướng	U+55D9		嗙秉 bướng bỉnh [𠸨]
𤶽	buốt	U+24DBD		洌𤶽 rét buốt · 𤴬𤶽 đau buốt · 𤶽䏧 buốt da
𫄂	buột	U+2B102		𫄂𠰘 buột miệng · 𫄂𢬣 buột tay
蚫	bươu	U+86AB		蚫頭 bươu đầu · 𧎜蚫 ốc bươu
𤷶	bướu	U+24DF6		丐𤷶 cái bướu · 𤷶𦙶 bướu cổ
芣	búp	U+82A3	[翻]	茶芣 chè búp · 芣笀 búp măng
芣	bụp	U+82A3	[翻]	㡴芣 lụp bụp
筆	BÚT	U+7B46	[翻]	筆啤 bút bi · 筆𣛠 bút máy · 筆鈘 bút chì · 隨筆 tuỳ bút
侼	bụt	U+4FBC		翁侼 ông Bụt · 𩂐侼 dâm bụt
伓	bứt	U+4F13		伓𢲼 bứt rứt · 伓𩯀 bứt tóc · 伓𦹯憑鐮 bứt cỏ bằng liềm
郵	BƯU	U+90F5		郵件 bưu kiện · 郵帖 bưu thiếp · 郵影 bưu ảnh · 郵電 bưu điện
保	BỬU	U+4FDD	⇔ 保 bảo[翻]	
寶（宝）	BỬU	U+5BF6 U+5B9D	⇔ 寶 bảo	文房四寶 văn phòng tứ bửu · 寶貝 bửu bối
䮇	buýt	U+4B87		車䮇 xe buýt [摱]
迦	CA	U+8FE6		德釋迦 Đức Thích Ca
哥	CA	U+54E5		大哥 đại ca
喀	ca	U+5580	[翻]	叫喀 kêu ca · 交喀 giao ca [摱] · 喀𠝺 ca mổ [摱] · 喀病 ca bệnh [摱]
𣘁	CA	U+23601		𣘁茶 ca trà [摱]
歌	CA	U+6B4C		歌士 ca sĩ · 山歌 sơn ca · 歌𠿿 ca ngợi · 歌頌 ca tụng · 凱歌 khải ca · 唱歌 xướng ca
亇	cá	U+4E87		亇度 cá độ · 亇挶 cá cược · 亇𥅘 cá nháy
個	CÁ	U+500B		個別 cá biệt · 個人 cá nhân · 個性 cá tính
𩵜	cá	U+29D5C		𡥵𩵜 con cá · 𩵜馭 cá ngựa · 𩵜𩸄 cá quả
茄	cà	U+8304		茄𦻳 cà tím · 茄䣷 cà chua · 茄𡳝 cà-rốt [摱]
咖	cà	U+5496		咖筥 cà rá · 咖計 cà kê · 咖𩨼 cà kheo · 邏咖 la cà
咖	CÀ	U+5496		咖啡 cà phê
㧝	cà	U+39DD		㧝椒 cà tiêu · 𤛠㧝𨉞𠓨𣘃 trâu cà lưng vào cây
袈	CÀ	U+8888		袈裟 cà sa
歌	cà	U+6B4C	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này.	歌毛 Cà Mau
蜞	cà	U+871E		蜞𧋵 cà cuống
價	cả	U+50F9		嚜價 mặc cả
𪥘󠄁	cả	U+2A958 U+E0101	[異] 奇	悉𪥘󠄁 tất cả · 𪥘󠄁茹 cả nhà · 仉𪥘󠄁 kẻ cả
各	CÁC	U+5404		各伴 các bạn · 各位 các vị
閣	CÁC	U+95A3	[翻]	內閣 nội các · 閨閣 khuê các
𡁤	cạc	U+21064		𡁤𡁤 cạc cạc [聲] · 𡁤𦁸 cạc mạng [摱] · 𡁤幔形 cạc màn hình
䏱	cặc	U+43F1		檑䏱𤙭 roi cặc bò
革	CÁCH	U+9769		革命 cách mạng · 革職 cách chức
格	CÁCH	U+683C		格式 cách thức · 特格 đặc cách · 性格 tính cách · 規格 quy cách · 攊格 lách cách [聲]
隔	CÁCH	U+9694		隔賒 cách xa · 隔低 cách đây · 隔音 cách âm · 隔別 cách biệt · 隔離 cách li · 隔阻 cách trở
骼	CÁCH	U+9ABC		骨骼 cốt cách
㘌	cạch	U+360C		㘌𩈘 cạch mặt · 㘌𦤾𫅷 cạch đến già · 梮㘌 cọc cạch · 𤃝㘌 lạch cạch [聲]
戒	cai	U+6212		戒𢞆 cai nghiện · 戒𣷱 cai sữa
街	cai	U+8857	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này.	老街 Lào Cai
該	CAI	U+8A72	[翻]	該管 cai quản · 該治 cai trị · 該總 cai tổng
丐	cái	U+4E10		丐尼 cái này · 丐茹 cái nhà · 丐𢃱 cái mũ
蓋	CÁI	U+84CB		蓋世 cái thế
𡣨	cái	U+218E8	[異] 𡛔	𡨸𡣨 chữ cái · 𤙭𡣨 bò cái · 蕊𡣨 nhị cái
掑	cài	U+6391		掑𨷯 cài cửa · 掑擺 cài bẫy · 掑撻 cài đặt
𠳚	cãi	U+20CDA		爭𠳚 tranh cãi · 𠴞𠳚 bàn cãi
芥	cải	U+82A5		蔞芥 rau cải · 芥花 cải hoa
改	CẢI	U+6539		改善 cải thiện · 改良 cải lương · 改正 cải chính · 改𡏢 cải mả
